Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,Mexico,Uruapan,19.42085,-102.061638,1,19.45524,-102.0004,7.4736,7.4736,1
North America,Mexico,Uruapan,19.42085,-102.061638,2,19.44967,-102.00645,6.615,7.4736,0.8851
North America,Mexico,Uruapan,19.42085,-102.061638,3,19.43983,-102.01218,5.5992,7.4736,0.7492
North America,Mexico,Uruapan,19.42085,-102.061638,4,19.43551,-102.01893,4.766,7.4736,0.6377
North America,Mexico,Uruapan,19.42085,-102.061638,5,19.43273,-102.02397,4.1651,7.4736,0.5573
North America,Mexico,Uruapan,19.42085,-102.061638,6,19.42898,-102.03305,3.1312,7.4736,0.419
North America,Mexico,Uruapan,19.42085,-102.061638,7,19.42647,-102.0421,2.1421,7.4736,0.2866
North America,Mexico,Uruapan,19.42085,-102.061638,8,19.42571,-102.04628,1.6988,7.4736,0.2273
North America,Mexico,Uruapan,19.42085,-102.061638,9,19.42054,-102.04859,1.3688,7.4736,0.1832
North America,Mexico,Uruapan,19.42085,-102.061638,10,19.43855,-102.01405,5.3643,7.4736,0.7178
North America,Mexico,Uruapan,19.42085,-102.061638,11,19.43856,-102.01407,5.3627,7.4736,0.7176
North America,Mexico,Uruapan,19.42085,-102.061638,12,19.42371,-102.0478,1.4856,7.4736,0.1988
North America,Mexico,Uruapan,19.42085,-102.061638,13,19.41731,-102.051,1.183,7.4736,0.1583
North America,Mexico,Uruapan,19.42085,-102.061638,14,19.41275,-102.05244,1.3197,7.4736,0.1766
North America,Mexico,Uruapan,19.42085,-102.061638,15,19.40914,-102.05354,1.5546,7.4736,0.208
North America,Mexico,Uruapan,19.42085,-102.061638,16,19.40498,-102.05457,1.914,7.4736,0.2561
North America,Mexico,Uruapan,19.42085,-102.061638,17,19.40091,-102.05623,2.2886,7.4736,0.30620000000000003
North America,Mexico,Uruapan,19.42085,-102.061638,18,19.39762,-102.05677,2.633,7.4736,0.3523
North America,Mexico,Uruapan,19.42085,-102.061638,19,19.39596,-102.05744,2.8024,7.4736,0.375
North America,Mexico,Uruapan,19.42085,-102.061638,20,19.39395,-102.05794,3.0162,7.4736,0.4036
