UID,Country,City,HII
Cambridge.1,UK,Cambridge,50
Cambridge.2,UK,Cambridge,26
Cambridge.3,UK,Cambridge,26
Cambridge.4,UK,Cambridge,26
Cambridge.5,UK,Cambridge,26
Cambridge.6,UK,Cambridge,26
Cambridge.7,UK,Cambridge,26
Cambridge.8,UK,Cambridge,26
Cambridge.9,UK,Cambridge,37
Cambridge.10,UK,Cambridge,42
Cambridge.11,UK,Cambridge,50
Cambridge.12,UK,Cambridge,42
Cambridge.13,UK,Cambridge,42
Cambridge.14,UK,Cambridge,42
Cambridge.15,UK,Cambridge,42
Cambridge.16,UK,Cambridge,50
Cambridge.17,UK,Cambridge,60
Cambridge.18,UK,Cambridge,60
Cambridge.19,UK,Cambridge,60
Cambridge.20,UK,Cambridge,60
Cambridge.21,UK,Cambridge,60
Cambridge.22,UK,Cambridge,60
Cambridge.23,UK,Cambridge,26
Cambridge.24,UK,Cambridge,26
Cambridge.25,UK,Cambridge,39
Cambridge.26,UK,Cambridge,39
Cambridge.27,UK,Cambridge,58
Cambridge.28,UK,Cambridge,58
Cambridge.29,UK,Cambridge,58
Cambridge.30,UK,Cambridge,60
Cambridge.31,UK,Cambridge,54
Cambridge.32,UK,Cambridge,58
Cambridge.33,UK,Cambridge,54
Cambridge.34,UK,Cambridge,50
Cambridge.35,UK,Cambridge,60
Cambridge.36,UK,Cambridge,60
Cambridge.37,UK,Cambridge,60
Cambridge.38,UK,Cambridge,60
Cambridge.39,UK,Cambridge,60
Cambridge.40,UK,Cambridge,60
