UID,Country,City,HII
Rockford.1,USA,Rockford,60
Rockford.2,USA,Rockford,60
Rockford.3,USA,Rockford,60
Rockford.4,USA,Rockford,60
Rockford.5,USA,Rockford,60
Rockford.6,USA,Rockford,60
Rockford.7,USA,Rockford,60
Rockford.8,USA,Rockford,60
Rockford.9,USA,Rockford,60
Rockford.10,USA,Rockford,60
Rockford.11,USA,Rockford,60
Rockford.12,USA,Rockford,60
Rockford.13,USA,Rockford,60
Rockford.14,USA,Rockford,60
Rockford.15,USA,Rockford,60
Rockford.16,USA,Rockford,50
Rockford.17,USA,Rockford,50
Rockford.18,USA,Rockford,50
Rockford.19,USA,Rockford,50
Rockford.20,USA,Rockford,50
Rockford.21,USA,Rockford,50
Rockford.22,USA,Rockford,50
Rockford.23,USA,Rockford,42
Rockford.24,USA,Rockford,42
Rockford.25,USA,Rockford,42
Rockford.26,USA,Rockford,58
Rockford.27,USA,Rockford,58
Rockford.28,USA,Rockford,58
Rockford.29,USA,Rockford,46
Rockford.30,USA,Rockford,47
Rockford.31,USA,Rockford,47
Rockford.32,USA,Rockford,47
Rockford.33,USA,Rockford,47
Rockford.34,USA,Rockford,47
Rockford.35,USA,Rockford,47
Rockford.36,USA,Rockford,47
Rockford.37,USA,Rockford,47
Rockford.38,USA,Rockford,47
Rockford.39,USA,Rockford,47
Rockford.40,USA,Rockford,47
