UID,Country,City,HII
Baton_Rouge.1,USA,Baton_Rouge,60
Baton_Rouge.2,USA,Baton_Rouge,60
Baton_Rouge.3,USA,Baton_Rouge,60
Baton_Rouge.4,USA,Baton_Rouge,60
Baton_Rouge.5,USA,Baton_Rouge,60
Baton_Rouge.6,USA,Baton_Rouge,60
Baton_Rouge.7,USA,Baton_Rouge,60
Baton_Rouge.8,USA,Baton_Rouge,60
Baton_Rouge.9,USA,Baton_Rouge,60
Baton_Rouge.10,USA,Baton_Rouge,60
Baton_Rouge.11,USA,Baton_Rouge,60
Baton_Rouge.12,USA,Baton_Rouge,60
Baton_Rouge.13,USA,Baton_Rouge,60
Baton_Rouge.14,USA,Baton_Rouge,60
Baton_Rouge.15,USA,Baton_Rouge,60
Baton_Rouge.16,USA,Baton_Rouge,60
Baton_Rouge.17,USA,Baton_Rouge,60
Baton_Rouge.18,USA,Baton_Rouge,50
Baton_Rouge.19,USA,Baton_Rouge,50
Baton_Rouge.20,USA,Baton_Rouge,50
Baton_Rouge.21,USA,Baton_Rouge,50
Baton_Rouge.22,USA,Baton_Rouge,50
Baton_Rouge.23,USA,Baton_Rouge,50
Baton_Rouge.24,USA,Baton_Rouge,50
Baton_Rouge.25,USA,Baton_Rouge,50
Baton_Rouge.26,USA,Baton_Rouge,58
Baton_Rouge.27,USA,Baton_Rouge,58
Baton_Rouge.28,USA,Baton_Rouge,58
Baton_Rouge.29,USA,Baton_Rouge,58
Baton_Rouge.30,USA,Baton_Rouge,58
Baton_Rouge.31,USA,Baton_Rouge,58
Baton_Rouge.32,USA,Baton_Rouge,50
Baton_Rouge.33,USA,Baton_Rouge,50
Baton_Rouge.34,USA,Baton_Rouge,50
Baton_Rouge.35,USA,Baton_Rouge,50
Baton_Rouge.36,USA,Baton_Rouge,58
Baton_Rouge.37,USA,Baton_Rouge,58
Baton_Rouge.38,USA,Baton_Rouge,58
Baton_Rouge.39,USA,Baton_Rouge,58
Baton_Rouge.40,USA,Baton_Rouge,50
Baton_Rouge.41,USA,Baton_Rouge,50
Baton_Rouge.42,USA,Baton_Rouge,50
Baton_Rouge.43,USA,Baton_Rouge,42
Baton_Rouge.44,USA,Baton_Rouge,42
Baton_Rouge.45,USA,Baton_Rouge,26
