UID,Country,City,GMIS_Mean
Bogota.1,Colombia,Bogota,0
Bogota.2,Colombia,Bogota,0
Bogota.3,Colombia,Bogota,57.737556561085974
Bogota.4,Colombia,Bogota,0.19545454545454546
Bogota.5,Colombia,Bogota,0
Bogota.6,Colombia,Bogota,0
Bogota.7,Colombia,Bogota,0
Bogota.8,Colombia,Bogota,0
Bogota.9,Colombia,Bogota,0
Bogota.10,Colombia,Bogota,0
Bogota.11,Colombia,Bogota,32.74887892376682
Bogota.12,Colombia,Bogota,0
Bogota.13,Colombia,Bogota,0
Bogota.14,Colombia,Bogota,0
Bogota.15,Colombia,Bogota,0
Bogota.16,Colombia,Bogota,0
Bogota.17,Colombia,Bogota,0
Bogota.18,Colombia,Bogota,0
Bogota.19,Colombia,Bogota,0
Bogota.20,Colombia,Bogota,7.179372197309417
Bogota.21,Colombia,Bogota,0
Bogota.22,Colombia,Bogota,0
Bogota.23,Colombia,Bogota,1.0358744394618835
Bogota.24,Colombia,Bogota,23.981900452488688
Bogota.25,Colombia,Bogota,0
Bogota.26,Colombia,Bogota,89.02678571428571
Bogota.27,Colombia,Bogota,0
Bogota.28,Colombia,Bogota,0
Bogota.29,Colombia,Bogota,19.09049773755656
Bogota.30,Colombia,Bogota,0
Bogota.31,Colombia,Bogota,0
Bogota.32,Colombia,Bogota,0.25225225225225223
Bogota.33,Colombia,Bogota,0
Bogota.34,Colombia,Bogota,0
Bogota.35,Colombia,Bogota,14.331818181818182
Bogota.36,Colombia,Bogota,0
Bogota.37,Colombia,Bogota,85.14155251141553
Bogota.38,Colombia,Bogota,0
Bogota.39,Colombia,Bogota,0
Bogota.40,Colombia,Bogota,0
