UID,Country,City,GMIS_Mean
Reutlingen.1,Germany,Reutlingen,26.349693251533743
Reutlingen.2,Germany,Reutlingen,67.04204204204204
Reutlingen.3,Germany,Reutlingen,0
Reutlingen.4,Germany,Reutlingen,0
Reutlingen.5,Germany,Reutlingen,0
Reutlingen.6,Germany,Reutlingen,0
Reutlingen.7,Germany,Reutlingen,27.56923076923077
Reutlingen.8,Germany,Reutlingen,10.356707317073171
Reutlingen.9,Germany,Reutlingen,52.78593272171254
Reutlingen.10,Germany,Reutlingen,0
Reutlingen.11,Germany,Reutlingen,0
Reutlingen.12,Germany,Reutlingen,0.13253012048192772
Reutlingen.13,Germany,Reutlingen,0
Reutlingen.14,Germany,Reutlingen,20.066666666666666
Reutlingen.15,Germany,Reutlingen,0.2680722891566265
Reutlingen.16,Germany,Reutlingen,25.789634146341463
Reutlingen.17,Germany,Reutlingen,0
Reutlingen.18,Germany,Reutlingen,16.097859327217126
Reutlingen.19,Germany,Reutlingen,0
Reutlingen.20,Germany,Reutlingen,7.0244648318042815
Reutlingen.21,Germany,Reutlingen,0.021406727828746176
Reutlingen.22,Germany,Reutlingen,0
Reutlingen.23,Germany,Reutlingen,0
Reutlingen.24,Germany,Reutlingen,0
Reutlingen.25,Germany,Reutlingen,0
Reutlingen.26,Germany,Reutlingen,24.43076923076923
Reutlingen.27,Germany,Reutlingen,14.167173252279635
Reutlingen.28,Germany,Reutlingen,3.4646153846153847
Reutlingen.29,Germany,Reutlingen,11.371601208459214
Reutlingen.30,Germany,Reutlingen,0
Reutlingen.31,Germany,Reutlingen,0
Reutlingen.32,Germany,Reutlingen,11.38855421686747
Reutlingen.33,Germany,Reutlingen,15.256797583081571
Reutlingen.34,Germany,Reutlingen,0
Reutlingen.35,Germany,Reutlingen,27.326219512195124
Reutlingen.36,Germany,Reutlingen,0.42024539877300615
Reutlingen.37,Germany,Reutlingen,55.832317073170735
Reutlingen.38,Germany,Reutlingen,23.78048780487805
Reutlingen.39,Germany,Reutlingen,18.060606060606062
Reutlingen.40,Germany,Reutlingen,0
