UID,Country,City,GMIS_Mean
Rancagua.1,Chile,Rancagua,0
Rancagua.2,Chile,Rancagua,67.38345864661655
Rancagua.3,Chile,Rancagua,0
Rancagua.4,Chile,Rancagua,0
Rancagua.5,Chile,Rancagua,69.43656716417911
Rancagua.6,Chile,Rancagua,0
Rancagua.7,Chile,Rancagua,32.741444866920155
Rancagua.8,Chile,Rancagua,0
Rancagua.9,Chile,Rancagua,2.8181818181818183
Rancagua.10,Chile,Rancagua,3.2593984962406015
Rancagua.11,Chile,Rancagua,0
Rancagua.12,Chile,Rancagua,3.1946564885496183
Rancagua.13,Chile,Rancagua,0
Rancagua.14,Chile,Rancagua,0
Rancagua.15,Chile,Rancagua,3.505703422053232
Rancagua.16,Chile,Rancagua,22.646616541353385
Rancagua.17,Chile,Rancagua,0
Rancagua.18,Chile,Rancagua,0
Rancagua.19,Chile,Rancagua,0
Rancagua.20,Chile,Rancagua,0
Rancagua.21,Chile,Rancagua,0.30566037735849055
Rancagua.22,Chile,Rancagua,0
Rancagua.23,Chile,Rancagua,46.79622641509434
Rancagua.24,Chile,Rancagua,0
Rancagua.25,Chile,Rancagua,0.2188679245283019
Rancagua.26,Chile,Rancagua,0
Rancagua.27,Chile,Rancagua,0
Rancagua.28,Chile,Rancagua,11.80377358490566
Rancagua.29,Chile,Rancagua,0
Rancagua.30,Chile,Rancagua,37.965648854961835
Rancagua.31,Chile,Rancagua,0
Rancagua.32,Chile,Rancagua,0
Rancagua.33,Chile,Rancagua,0
Rancagua.34,Chile,Rancagua,0
Rancagua.35,Chile,Rancagua,0
Rancagua.36,Chile,Rancagua,0
Rancagua.37,Chile,Rancagua,0
Rancagua.38,Chile,Rancagua,62.28030303030303
Rancagua.39,Chile,Rancagua,0
