UID,Country,City,GMIS_Mean
Barrie.1,Canada,Barrie,0
Barrie.2,Canada,Barrie,31.47077922077922
Barrie.3,Canada,Barrie,0
Barrie.4,Canada,Barrie,0
Barrie.5,Canada,Barrie,41.5
Barrie.6,Canada,Barrie,34.87947882736157
Barrie.7,Canada,Barrie,35.99673202614379
Barrie.8,Canada,Barrie,2.1176470588235294
Barrie.9,Canada,Barrie,0
Barrie.10,Canada,Barrie,0
Barrie.11,Canada,Barrie,1.9205298013245033
Barrie.12,Canada,Barrie,51.66129032258065
Barrie.13,Canada,Barrie,0
Barrie.14,Canada,Barrie,29.655844155844157
Barrie.15,Canada,Barrie,0.5081967213114754
Barrie.16,Canada,Barrie,0
Barrie.17,Canada,Barrie,0
Barrie.18,Canada,Barrie,25.776315789473685
Barrie.19,Canada,Barrie,14.445901639344262
Barrie.20,Canada,Barrie,30.055194805194805
Barrie.21,Canada,Barrie,0
Barrie.22,Canada,Barrie,0
Barrie.23,Canada,Barrie,43.81188118811881
Barrie.24,Canada,Barrie,22.12012987012987
