UID,Country,City,GMIS_Mean
Sapporo.1,Japan,Sapporo,0
Sapporo.2,Japan,Sapporo,13.709030100334449
Sapporo.3,Japan,Sapporo,0
Sapporo.4,Japan,Sapporo,0
Sapporo.5,Japan,Sapporo,1.5166666666666666
Sapporo.6,Japan,Sapporo,11.68581081081081
Sapporo.7,Japan,Sapporo,0
Sapporo.8,Japan,Sapporo,78.12080536912751
Sapporo.9,Japan,Sapporo,0
Sapporo.10,Japan,Sapporo,1.8294314381270902
Sapporo.11,Japan,Sapporo,81.81333333333333
Sapporo.12,Japan,Sapporo,0
Sapporo.13,Japan,Sapporo,0
Sapporo.14,Japan,Sapporo,0
Sapporo.15,Japan,Sapporo,57.083333333333336
Sapporo.16,Japan,Sapporo,17.225255972696246
Sapporo.17,Japan,Sapporo,55.11904761904762
Sapporo.18,Japan,Sapporo,0
Sapporo.19,Japan,Sapporo,0
Sapporo.20,Japan,Sapporo,0
Sapporo.21,Japan,Sapporo,0
Sapporo.22,Japan,Sapporo,11.986531986531986
Sapporo.23,Japan,Sapporo,3.762541806020067
Sapporo.24,Japan,Sapporo,55.80936454849498
Sapporo.25,Japan,Sapporo,0.42
Sapporo.26,Japan,Sapporo,62.34563758389262
Sapporo.27,Japan,Sapporo,40.81543624161074
Sapporo.28,Japan,Sapporo,17.510204081632654
Sapporo.29,Japan,Sapporo,91.3061224489796
Sapporo.30,Japan,Sapporo,0.7766666666666666
Sapporo.31,Japan,Sapporo,11.293333333333333
Sapporo.32,Japan,Sapporo,0
Sapporo.33,Japan,Sapporo,4.367003367003367
Sapporo.34,Japan,Sapporo,0
Sapporo.35,Japan,Sapporo,51.76094276094276
Sapporo.36,Japan,Sapporo,0
Sapporo.37,Japan,Sapporo,0.013333333333333334
Sapporo.38,Japan,Sapporo,0
Sapporo.39,Japan,Sapporo,25.933110367892976
Sapporo.40,Japan,Sapporo,44.223333333333336
Sapporo.41,Japan,Sapporo,77.44295302013423
