UID,Country,City,GMIS_Mean
Raleigh.1,USA,Raleigh,0
Raleigh.2,USA,Raleigh,54.12686567164179
Raleigh.3,USA,Raleigh,0
Raleigh.4,USA,Raleigh,2.2388059701492535
Raleigh.5,USA,Raleigh,2.27037037037037
Raleigh.6,USA,Raleigh,1.1481481481481481
Raleigh.7,USA,Raleigh,7.529629629629629
Raleigh.8,USA,Raleigh,0
Raleigh.9,USA,Raleigh,2.066914498141264
Raleigh.10,USA,Raleigh,1.271062271062271
Raleigh.11,USA,Raleigh,0
Raleigh.12,USA,Raleigh,0
Raleigh.13,USA,Raleigh,6.6911764705882355
Raleigh.14,USA,Raleigh,42.61710037174721
Raleigh.15,USA,Raleigh,0
Raleigh.16,USA,Raleigh,6.552727272727273
Raleigh.17,USA,Raleigh,0
Raleigh.18,USA,Raleigh,0
Raleigh.19,USA,Raleigh,20.036496350364963
Raleigh.20,USA,Raleigh,11.319702602230484
Raleigh.21,USA,Raleigh,0.3490909090909091
Raleigh.22,USA,Raleigh,0
Raleigh.23,USA,Raleigh,0
Raleigh.24,USA,Raleigh,38.75185185185185
Raleigh.25,USA,Raleigh,2.6641791044776117
Raleigh.26,USA,Raleigh,2.2888888888888888
Raleigh.27,USA,Raleigh,12.576779026217228
Raleigh.28,USA,Raleigh,12.46096654275093
Raleigh.29,USA,Raleigh,0
Raleigh.30,USA,Raleigh,0
Raleigh.31,USA,Raleigh,1.007462686567164
Raleigh.32,USA,Raleigh,2.453531598513011
Raleigh.33,USA,Raleigh,0.014925373134328358
Raleigh.34,USA,Raleigh,1.3146067415730338
Raleigh.35,USA,Raleigh,0
Raleigh.36,USA,Raleigh,45.43382352941177
Raleigh.37,USA,Raleigh,1.0766423357664234
Raleigh.38,USA,Raleigh,3.940959409594096
Raleigh.39,USA,Raleigh,26.355805243445694
Raleigh.40,USA,Raleigh,0.8698884758364313
