UID,Country,City,HII
Anchorage.1,USA,Anchorage,50
Anchorage.2,USA,Anchorage,50
Anchorage.3,USA,Anchorage,50
Anchorage.4,USA,Anchorage,50
Anchorage.5,USA,Anchorage,50
Anchorage.6,USA,Anchorage,50
Anchorage.7,USA,Anchorage,42
Anchorage.8,USA,Anchorage,42
Anchorage.9,USA,Anchorage,42
Anchorage.10,USA,Anchorage,42
Anchorage.11,USA,Anchorage,42
Anchorage.12,USA,Anchorage,42
Anchorage.13,USA,Anchorage,42
Anchorage.14,USA,Anchorage,42
Anchorage.15,USA,Anchorage,42
Anchorage.16,USA,Anchorage,42
Anchorage.17,USA,Anchorage,38
Anchorage.18,USA,Anchorage,38
Anchorage.19,USA,Anchorage,38
Anchorage.20,USA,Anchorage,38
Anchorage.21,USA,Anchorage,38
Anchorage.22,USA,Anchorage,38
Anchorage.23,USA,Anchorage,38
Anchorage.24,USA,Anchorage,38
Anchorage.25,USA,Anchorage,38
Anchorage.26,USA,Anchorage,38
Anchorage.27,USA,Anchorage,38
Anchorage.28,USA,Anchorage,38
Anchorage.29,USA,Anchorage,38
Anchorage.30,USA,Anchorage,38
Anchorage.31,USA,Anchorage,38
Anchorage.32,USA,Anchorage,38
Anchorage.33,USA,Anchorage,38
Anchorage.34,USA,Anchorage,38
Anchorage.35,USA,Anchorage,38
Anchorage.36,USA,Anchorage,38
Anchorage.37,USA,Anchorage,38
Anchorage.38,USA,Anchorage,38
Anchorage.39,USA,Anchorage,34
Anchorage.40,USA,Anchorage,38
Anchorage.41,USA,Anchorage,34
Anchorage.42,USA,Anchorage,34
Anchorage.43,USA,Anchorage,34
Anchorage.44,USA,Anchorage,34
