UID,Country,City,HII
Reading.1,UK,Reading,60
Reading.2,UK,Reading,60
Reading.3,UK,Reading,60
Reading.4,UK,Reading,60
Reading.5,UK,Reading,60
Reading.6,UK,Reading,60
Reading.7,UK,Reading,60
Reading.8,UK,Reading,60
Reading.9,UK,Reading,60
Reading.10,UK,Reading,60
Reading.11,UK,Reading,60
Reading.12,UK,Reading,60
Reading.13,UK,Reading,60
Reading.14,UK,Reading,60
Reading.15,UK,Reading,60
Reading.16,UK,Reading,60
Reading.17,UK,Reading,60
Reading.18,UK,Reading,60
Reading.19,UK,Reading,60
Reading.20,UK,Reading,60
Reading.21,UK,Reading,60
Reading.22,UK,Reading,60
Reading.23,UK,Reading,60
Reading.24,UK,Reading,54
Reading.25,UK,Reading,60
Reading.26,UK,Reading,60
Reading.27,UK,Reading,46
Reading.28,UK,Reading,46
Reading.29,UK,Reading,46
Reading.30,UK,Reading,46
Reading.31,UK,Reading,46
Reading.32,UK,Reading,46
Reading.33,UK,Reading,46
Reading.34,UK,Reading,46
Reading.35,UK,Reading,46
Reading.36,UK,Reading,46
Reading.37,UK,Reading,39
Reading.38,UK,Reading,39
Reading.39,UK,Reading,39
Reading.40,UK,Reading,39
Reading.41,UK,Reading,39
Reading.42,UK,Reading,39
Reading.43,UK,Reading,39
