UID,Country,City,HII
Toluca.TOL1,Mexico,Toluca,48
Toluca.TOL10,Mexico,Toluca,42
Toluca.TOL11,Mexico,Toluca,50
Toluca.TOL12,Mexico,Toluca,50
Toluca.TOL13,Mexico,Toluca,50
Toluca.TOL14,Mexico,Toluca,60
Toluca.TOL15,Mexico,Toluca,18
Toluca.TOL16,Mexico,Toluca,18
Toluca.TOL17,Mexico,Toluca,58
Toluca.TOL18,Mexico,Toluca,50
Toluca.TOL19,Mexico,Toluca,54
Toluca.TOL2,Mexico,Toluca,48
Toluca.TOL20,Mexico,Toluca,42
Toluca.TOL21,Mexico,Toluca,31
Toluca.TOL22,Mexico,Toluca,35
Toluca.TOL3,Mexico,Toluca,48
Toluca.TOL4,Mexico,Toluca,50
Toluca.TOL5,Mexico,Toluca,42
Toluca.TOL6,Mexico,Toluca,42
Toluca.TOL7,Mexico,Toluca,42
Toluca.TOL8,Mexico,Toluca,42
Toluca.TOL9,Mexico,Toluca,42
