UID,Country,City,HII
Glasgow.1,UK,Glasgow,60
Glasgow.2,UK,Glasgow,60
Glasgow.3,UK,Glasgow,60
Glasgow.4,UK,Glasgow,60
Glasgow.5,UK,Glasgow,60
Glasgow.6,UK,Glasgow,60
Glasgow.7,UK,Glasgow,64
Glasgow.8,UK,Glasgow,64
Glasgow.9,UK,Glasgow,42
Glasgow.10,UK,Glasgow,64
Glasgow.11,UK,Glasgow,64
Glasgow.12,UK,Glasgow,64
Glasgow.13,UK,Glasgow,64
Glasgow.14,UK,Glasgow,56
Glasgow.15,UK,Glasgow,46
Glasgow.16,UK,Glasgow,46
Glasgow.17,UK,Glasgow,42
Glasgow.18,UK,Glasgow,42
Glasgow.19,UK,Glasgow,39
Glasgow.20,UK,Glasgow,64
Glasgow.21,UK,Glasgow,39
Glasgow.22,UK,Glasgow,26
Glasgow.23,UK,Glasgow,26
Glasgow.24,UK,Glasgow,26
Glasgow.25,UK,Glasgow,26
Glasgow.26,UK,Glasgow,26
Glasgow.27,UK,Glasgow,26
Glasgow.28,UK,Glasgow,26
Glasgow.29,UK,Glasgow,26
Glasgow.30,UK,Glasgow,26
Glasgow.31,UK,Glasgow,22
Glasgow.32,UK,Glasgow,22
Glasgow.33,UK,Glasgow,26
Glasgow.34,UK,Glasgow,26
Glasgow.35,UK,Glasgow,26
Glasgow.36,UK,Glasgow,26
Glasgow.37,UK,Glasgow,22
Glasgow.38,UK,Glasgow,22
Glasgow.39,UK,Glasgow,64
Glasgow.40,UK,Glasgow,60
