UID,Country,City,HII
Norfolk.1,USA,Norfolk,22
Norfolk.2,USA,Norfolk,22
Norfolk.3,USA,Norfolk,32
Norfolk.4,USA,Norfolk,35
Norfolk.5,USA,Norfolk,35
Norfolk.6,USA,Norfolk,51
Norfolk.7,USA,Norfolk,51
Norfolk.8,USA,Norfolk,51
Norfolk.9,USA,Norfolk,51
Norfolk.10,USA,Norfolk,54
Norfolk.11,USA,Norfolk,54
Norfolk.12,USA,Norfolk,54
Norfolk.13,USA,Norfolk,54
Norfolk.14,USA,Norfolk,46
Norfolk.15,USA,Norfolk,46
Norfolk.16,USA,Norfolk,43
Norfolk.17,USA,Norfolk,38
Norfolk.18,USA,Norfolk,50
Norfolk.19,USA,Norfolk,50
Norfolk.20,USA,Norfolk,42
Norfolk.21,USA,Norfolk,42
Norfolk.22,USA,Norfolk,42
Norfolk.23,USA,Norfolk,50
Norfolk.24,USA,Norfolk,50
Norfolk.25,USA,Norfolk,50
Norfolk.26,USA,Norfolk,50
Norfolk.27,USA,Norfolk,50
Norfolk.28,USA,Norfolk,50
Norfolk.29,USA,Norfolk,50
Norfolk.30,USA,Norfolk,50
Norfolk.31,USA,Norfolk,64
Norfolk.32,USA,Norfolk,64
Norfolk.33,USA,Norfolk,64
Norfolk.34,USA,Norfolk,64
Norfolk.35,USA,Norfolk,64
Norfolk.36,USA,Norfolk,64
Norfolk.37,USA,Norfolk,56
Norfolk.38,USA,Norfolk,64
Norfolk.39,USA,Norfolk,64
Norfolk.40,USA,Norfolk,46
