UID,Country,City,ISC_Mean
Linkoping.1,Sweden,Linkoping,62.50714285714286
Linkoping.2,Sweden,Linkoping,68.45605700712589
Linkoping.3,Sweden,Linkoping,56.97362110311751
Linkoping.4,Sweden,Linkoping,37.50599520383693
Linkoping.5,Sweden,Linkoping,44.53365384615385
Linkoping.6,Sweden,Linkoping,21.822541966426858
Linkoping.7,Sweden,Linkoping,34.18795180722891
Linkoping.8,Sweden,Linkoping,30.433014354066987
Linkoping.9,Sweden,Linkoping,25.954976303317537
Linkoping.10,Sweden,Linkoping,29.46829268292683
Linkoping.11,Sweden,Linkoping,25.30695443645084
Linkoping.12,Sweden,Linkoping,33.82238442822384
Linkoping.13,Sweden,Linkoping,21.43198090692124
Linkoping.14,Sweden,Linkoping,25.51207729468599
Linkoping.15,Sweden,Linkoping,29.08515815085158
Linkoping.16,Sweden,Linkoping,18.34375
Linkoping.17,Sweden,Linkoping,18.115384615384617
Linkoping.18,Sweden,Linkoping,21.01201923076923
Linkoping.19,Sweden,Linkoping,22.74514563106796
Linkoping.20,Sweden,Linkoping,28.543478260869566
Linkoping.21,Sweden,Linkoping,24.02179176755448
Linkoping.22,Sweden,Linkoping,25.416867469879517
Linkoping.23,Sweden,Linkoping,21.52784503631961
Linkoping.24,Sweden,Linkoping,14.594660194174757
Linkoping.25,Sweden,Linkoping,12.414634146341463
Linkoping.26,Sweden,Linkoping,17.92086330935252
Linkoping.27,Sweden,Linkoping,5.704326923076923
Linkoping.28,Sweden,Linkoping,1.0841346153846154
Linkoping.29,Sweden,Linkoping,1.5485436893203883
Linkoping.30,Sweden,Linkoping,1.2067307692307692
Linkoping.31,Sweden,Linkoping,2.014423076923077
Linkoping.32,Sweden,Linkoping,0.3117505995203837
Linkoping.33,Sweden,Linkoping,0
Linkoping.34,Sweden,Linkoping,0
Linkoping.35,Sweden,Linkoping,0
Linkoping.36,Sweden,Linkoping,2.947242206235012
Linkoping.37,Sweden,Linkoping,2.0653753026634383
Linkoping.38,Sweden,Linkoping,9.840963855421688
Linkoping.39,Sweden,Linkoping,23.911057692307693
Linkoping.40,Sweden,Linkoping,0.946987951807229
Linkoping.41,Sweden,Linkoping,0.6399026763990268
Linkoping.42,Sweden,Linkoping,0.5531400966183575
Linkoping.43,Sweden,Linkoping,0.5498783454987834
Linkoping.44,Sweden,Linkoping,0.45346062052505964
