UID,Country,City,ISC_Mean
Thessaloniki.1,Greece,Thessaloniki,78.27777777777777
Thessaloniki.2,Greece,Thessaloniki,73.98601398601399
Thessaloniki.3,Greece,Thessaloniki,68.90311418685121
Thessaloniki.4,Greece,Thessaloniki,74.19014084507042
Thessaloniki.5,Greece,Thessaloniki,87.21527777777777
Thessaloniki.6,Greece,Thessaloniki,80.88194444444444
Thessaloniki.7,Greece,Thessaloniki,90.5979381443299
Thessaloniki.8,Greece,Thessaloniki,86.32517482517483
Thessaloniki.9,Greece,Thessaloniki,88.77854671280276
Thessaloniki.10,Greece,Thessaloniki,88.88153310104529
Thessaloniki.11,Greece,Thessaloniki,94.65156794425087
Thessaloniki.12,Greece,Thessaloniki,82.90753424657534
Thessaloniki.13,Greece,Thessaloniki,92.05281690140845
Thessaloniki.14,Greece,Thessaloniki,85.75426621160409
Thessaloniki.15,Greece,Thessaloniki,80.66433566433567
Thessaloniki.16,Greece,Thessaloniki,81.06228373702422
Thessaloniki.17,Greece,Thessaloniki,83.65734265734265
Thessaloniki.18,Greece,Thessaloniki,79.45614035087719
Thessaloniki.19,Greece,Thessaloniki,84.97909407665506
Thessaloniki.20,Greece,Thessaloniki,85.00692041522491
Thessaloniki.21,Greece,Thessaloniki,92.70774647887323
Thessaloniki.22,Greece,Thessaloniki,93.68181818181819
Thessaloniki.23,Greece,Thessaloniki,79.87368421052632
Thessaloniki.24,Greece,Thessaloniki,90.96598639455782
Thessaloniki.25,Greece,Thessaloniki,88.42560553633218
Thessaloniki.26,Greece,Thessaloniki,89.59861591695501
Thessaloniki.27,Greece,Thessaloniki,85.5909090909091
Thessaloniki.28,Greece,Thessaloniki,88.93425605536332
Thessaloniki.29,Greece,Thessaloniki,82.77464788732394
Thessaloniki.30,Greece,Thessaloniki,70.11224489795919
Thessaloniki.31,Greece,Thessaloniki,71.46712802768167
Thessaloniki.32,Greece,Thessaloniki,93.97508896797153
Thessaloniki.33,Greece,Thessaloniki,91.41964285714286
Thessaloniki.34,Greece,Thessaloniki,86.19031141868513
Thessaloniki.35,Greece,Thessaloniki,63.81468531468531
Thessaloniki.36,Greece,Thessaloniki,33.42657342657343
Thessaloniki.37,Greece,Thessaloniki,42.475352112676056
Thessaloniki.38,Greece,Thessaloniki,41.04912280701755
Thessaloniki.39,Greece,Thessaloniki,48.22419928825623
Thessaloniki.40,Greece,Thessaloniki,56.559859154929576
Thessaloniki.41,Greece,Thessaloniki,63.71280276816609
Thessaloniki.42,Greece,Thessaloniki,60.45296167247387
Thessaloniki.43,Greece,Thessaloniki,27.089655172413792
Thessaloniki.44,Greece,Thessaloniki,3.3811188811188813
