UID,Country,City,ISC_Mean
Fergus.1,Canada,Fergus,44.74247491638796
Fergus.2,Canada,Fergus,48.26143790849673
Fergus.3,Canada,Fergus,37.399339933993396
Fergus.4,Canada,Fergus,25.144736842105264
Fergus.5,Canada,Fergus,19.98993288590604
Fergus.6,Canada,Fergus,25.29096989966555
Fergus.7,Canada,Fergus,40.772277227722775
Fergus.8,Canada,Fergus,32.082508250825086
Fergus.9,Canada,Fergus,23.413333333333334
Fergus.10,Canada,Fergus,16.657894736842106
Fergus.11,Canada,Fergus,2.8461538461538463
Fergus.12,Canada,Fergus,4.095709570957096
Fergus.13,Canada,Fergus,1.8316831683168318
Fergus.14,Canada,Fergus,1.0852459016393443
Fergus.15,Canada,Fergus,1.2895622895622896
Fergus.16,Canada,Fergus,2.1147540983606556
Fergus.17,Canada,Fergus,1.3940397350993377
Fergus.18,Canada,Fergus,1.3003300330033003
Fergus.19,Canada,Fergus,0.756578947368421
Fergus.20,Canada,Fergus,1.17
