UID,Country,City,ISC_Mean
Jacksonville.1,USA,Jacksonville,67.92549019607843
Jacksonville.2,USA,Jacksonville,68.04347826086956
Jacksonville.3,USA,Jacksonville,43.16867469879518
Jacksonville.4,USA,Jacksonville,33.007782101167315
Jacksonville.5,USA,Jacksonville,42.889763779527556
Jacksonville.6,USA,Jacksonville,71.18823529411765
Jacksonville.7,USA,Jacksonville,4.34765625
Jacksonville.8,USA,Jacksonville,14.644268774703557
Jacksonville.9,USA,Jacksonville,14.634920634920634
Jacksonville.10,USA,Jacksonville,8.933070866141732
Jacksonville.11,USA,Jacksonville,14.2
Jacksonville.12,USA,Jacksonville,44.46586345381526
Jacksonville.13,USA,Jacksonville,20.396078431372548
Jacksonville.14,USA,Jacksonville,19.19291338582677
Jacksonville.15,USA,Jacksonville,26.344
Jacksonville.16,USA,Jacksonville,4.068273092369478
Jacksonville.17,USA,Jacksonville,9.166666666666666
Jacksonville.18,USA,Jacksonville,19.513833992094863
Jacksonville.19,USA,Jacksonville,3.7019607843137257
Jacksonville.20,USA,Jacksonville,0
Jacksonville.21,USA,Jacksonville,0
Jacksonville.22,USA,Jacksonville,4.768627450980392
Jacksonville.23,USA,Jacksonville,31.521568627450982
Jacksonville.24,USA,Jacksonville,0.5511811023622047
Jacksonville.25,USA,Jacksonville,0
Jacksonville.26,USA,Jacksonville,20.8062015503876
Jacksonville.27,USA,Jacksonville,30.68359375
Jacksonville.28,USA,Jacksonville,1.8
Jacksonville.29,USA,Jacksonville,13.1484375
Jacksonville.30,USA,Jacksonville,5.019685039370079
Jacksonville.31,USA,Jacksonville,0.38823529411764707
Jacksonville.32,USA,Jacksonville,0.9686274509803922
Jacksonville.33,USA,Jacksonville,0.9525691699604744
Jacksonville.34,USA,Jacksonville,1.8203125
Jacksonville.35,USA,Jacksonville,0.81640625
