UID,Country,City,Aridity_Index
Memphis.1,USA,Memphis,8839
Memphis.2,USA,Memphis,8737
Memphis.3,USA,Memphis,8898
Memphis.4,USA,Memphis,8478
Memphis.5,USA,Memphis,8779
Memphis.6,USA,Memphis,8591
Memphis.7,USA,Memphis,8513
Memphis.8,USA,Memphis,8545
Memphis.9,USA,Memphis,8733
Memphis.10,USA,Memphis,8570
Memphis.11,USA,Memphis,8520
Memphis.12,USA,Memphis,8425
Memphis.13,USA,Memphis,8698
Memphis.14,USA,Memphis,8473
Memphis.15,USA,Memphis,8562
Memphis.16,USA,Memphis,8471
Memphis.17,USA,Memphis,8546
Memphis.18,USA,Memphis,8751
Memphis.19,USA,Memphis,8481
Memphis.20,USA,Memphis,8618
Memphis.21,USA,Memphis,8592
Memphis.22,USA,Memphis,8560
Memphis.23,USA,Memphis,8551
Memphis.24,USA,Memphis,8479
Memphis.25,USA,Memphis,8527
Memphis.26,USA,Memphis,8503
Memphis.27,USA,Memphis,8702
Memphis.28,USA,Memphis,8709
Memphis.29,USA,Memphis,8793
Memphis.30,USA,Memphis,8577
Memphis.31,USA,Memphis,8833
Memphis.32,USA,Memphis,8482
Memphis.33,USA,Memphis,8826
Memphis.34,USA,Memphis,8575
Memphis.35,USA,Memphis,8716
Memphis.36,USA,Memphis,8555
Memphis.37,USA,Memphis,8433
Memphis.38,USA,Memphis,8723
Memphis.39,USA,Memphis,8456
Memphis.40,USA,Memphis,8555
Memphis.41,USA,Memphis,8739
Memphis.42,USA,Memphis,8533
Memphis.43,USA,Memphis,8705
Memphis.44,USA,Memphis,8677
Memphis.45,USA,Memphis,8533
Memphis.46,USA,Memphis,8623
