UID,Country,City,Aridity_Index
Norfolk.1,USA,Norfolk,8936
Norfolk.2,USA,Norfolk,8876
Norfolk.3,USA,Norfolk,8227
Norfolk.4,USA,Norfolk,8380
Norfolk.5,USA,Norfolk,8958
Norfolk.6,USA,Norfolk,8996
Norfolk.7,USA,Norfolk,8689
Norfolk.8,USA,Norfolk,8340
Norfolk.9,USA,Norfolk,8785
Norfolk.10,USA,Norfolk,9276
Norfolk.11,USA,Norfolk,8459
Norfolk.12,USA,Norfolk,7984
Norfolk.13,USA,Norfolk,8702
Norfolk.14,USA,Norfolk,8955
Norfolk.15,USA,Norfolk,8305
Norfolk.16,USA,Norfolk,8992
Norfolk.17,USA,Norfolk,8193
Norfolk.18,USA,Norfolk,8906
Norfolk.19,USA,Norfolk,8944
Norfolk.20,USA,Norfolk,8305
Norfolk.21,USA,Norfolk,8176
Norfolk.22,USA,Norfolk,8618
Norfolk.23,USA,Norfolk,7986
Norfolk.24,USA,Norfolk,8693
Norfolk.25,USA,Norfolk,9148
Norfolk.26,USA,Norfolk,8807
Norfolk.27,USA,Norfolk,0
Norfolk.28,USA,Norfolk,8860
Norfolk.29,USA,Norfolk,8211
Norfolk.30,USA,Norfolk,8546
Norfolk.31,USA,Norfolk,9042
Norfolk.32,USA,Norfolk,8130
Norfolk.33,USA,Norfolk,8139
Norfolk.34,USA,Norfolk,8364
Norfolk.35,USA,Norfolk,8974
Norfolk.36,USA,Norfolk,7968
Norfolk.37,USA,Norfolk,8992
Norfolk.38,USA,Norfolk,8616
Norfolk.39,USA,Norfolk,8057
Norfolk.40,USA,Norfolk,8465
Norfolk.41,USA,Norfolk,8086
Norfolk.42,USA,Norfolk,8109
Norfolk.43,USA,Norfolk,8101
Norfolk.44,USA,Norfolk,7997
Norfolk.45,USA,Norfolk,8859
Norfolk.46,USA,Norfolk,8099
Norfolk.47,USA,Norfolk,8819
Norfolk.48,USA,Norfolk,8639
Norfolk.49,USA,Norfolk,9009
Norfolk.50,USA,Norfolk,8245
Norfolk.51,USA,Norfolk,8054
