UID,Country,City,Aridity_Index
Lansing.1,USA,Lansing,7180
Lansing.2,USA,Lansing,7298
Lansing.3,USA,Lansing,7560
Lansing.4,USA,Lansing,7373
Lansing.5,USA,Lansing,7649
Lansing.6,USA,Lansing,7629
Lansing.7,USA,Lansing,7532
Lansing.8,USA,Lansing,7384
Lansing.9,USA,Lansing,7610
Lansing.10,USA,Lansing,7512
Lansing.11,USA,Lansing,7577
Lansing.12,USA,Lansing,7398
Lansing.13,USA,Lansing,7512
Lansing.14,USA,Lansing,7384
Lansing.15,USA,Lansing,7673
Lansing.16,USA,Lansing,7522
Lansing.17,USA,Lansing,7446
Lansing.18,USA,Lansing,7445
Lansing.19,USA,Lansing,7629
Lansing.20,USA,Lansing,7629
Lansing.21,USA,Lansing,7570
Lansing.22,USA,Lansing,7395
Lansing.23,USA,Lansing,7453
Lansing.24,USA,Lansing,7579
Lansing.25,USA,Lansing,7445
Lansing.26,USA,Lansing,7640
Lansing.27,USA,Lansing,7469
Lansing.28,USA,Lansing,7511
Lansing.29,USA,Lansing,7581
Lansing.30,USA,Lansing,7610
Lansing.31,USA,Lansing,7633
Lansing.32,USA,Lansing,7407
Lansing.33,USA,Lansing,7477
Lansing.34,USA,Lansing,7290
Lansing.35,USA,Lansing,7561
Lansing.36,USA,Lansing,7507
Lansing.37,USA,Lansing,7583
Lansing.38,USA,Lansing,7590
Lansing.39,USA,Lansing,7578
Lansing.40,USA,Lansing,7597
