UID,Country,City,Latitude,Longitude
Sydney.1,Australia,Sydney,-33.8151407822945,151.000339858682
Sydney.2,Australia,Sydney,-33.8207250324394,150.989797930475
Sydney.3,Australia,Sydney,-33.8228354274103,150.985992561496
Sydney.4,Australia,Sydney,-33.8277997208558,150.981931725302
Sydney.5,Australia,Sydney,-33.827773009485,150.973530523811
Sydney.6,Australia,Sydney,-33.8315635421464,150.968249201804
Sydney.7,Australia,Sydney,-33.8355526149808,150.959803534398
Sydney.8,Australia,Sydney,-33.8395334331353,150.951363511483
Sydney.9,Australia,Sydney,-33.8425802272932,150.94793544419
Sydney.10,Australia,Sydney,-33.842796522009,150.940385681506
Sydney.11,Australia,Sydney,-33.8472929088981,150.936632682046
Sydney.12,Australia,Sydney,-33.8531876059668,150.926544761226
Sydney.13,Australia,Sydney,-33.8572823549884,150.920716216772
Sydney.14,Australia,Sydney,-33.8583563190748,150.913924677835
Sydney.15,Australia,Sydney,-33.8635721082868,150.905306479479
Sydney.16,Australia,Sydney,-33.8677047415844,150.896096357763
Sydney.17,Australia,Sydney,-33.8706319603857,150.890048557329
Sydney.18,Australia,Sydney,-33.8742173712364,150.880534219253
Sydney.19,Australia,Sydney,-33.8771909181024,150.876538406565
Sydney.20,Australia,Sydney,-33.8791957988513,150.87107283677
Sydney.21,Australia,Sydney,-33.8828027081914,150.863857637188
Sydney.22,Australia,Sydney,-33.8824856449871,150.857653842307
Sydney.23,Australia,Sydney,-33.883067297051,150.851453343869
Sydney.24,Australia,Sydney,-33.8835683262546,150.846180207256
Sydney.25,Australia,Sydney,-33.8838137880653,150.839930963422
Sydney.26,Australia,Sydney,-33.8826436514043,150.836660675943
Sydney.27,Australia,Sydney,-33.8906548082931,150.82587662451
Sydney.28,Australia,Sydney,-33.888711476746,150.819597654651
Sydney.29,Australia,Sydney,-33.8890150489949,150.812157812993
Sydney.30,Australia,Sydney,-33.889628412808,150.807474151516
Sydney.31,Australia,Sydney,-33.8901357456103,150.796842166121
Sydney.32,Australia,Sydney,-33.8939873069353,150.778593112027
Sydney.33,Australia,Sydney,-33.8457869978577,150.806730622663
Sydney.34,Australia,Sydney,-33.8947572934113,150.763880708388
Sydney.35,Australia,Sydney,-33.8962705446411,150.761186293662
Sydney.36,Australia,Sydney,-33.9011654733121,150.756651971959
Sydney.37,Australia,Sydney,-33.8887504340497,150.739204482165
Sydney.38,Australia,Sydney,-33.8881436397287,150.734543495075
Sydney.39,Australia,Sydney,-33.8941665834436,150.733235577262
Sydney.40,Australia,Sydney,-33.8953347418799,150.726670373086
