UID,Country,City,Latitude,Longitude
Cape_Town.1,South Africa,Cape_Town,-33.9803338739784,18.5149493508052
Cape_Town.2,South Africa,Cape_Town,-33.9515508657312,18.4756448442412
Cape_Town.3,South Africa,Cape_Town,-33.9159639139076,18.5137005752144
Cape_Town.4,South Africa,Cape_Town,-33.9996251156301,18.5083005542573
Cape_Town.5,South Africa,Cape_Town,-34.0058728367668,18.5046627828794
Cape_Town.6,South Africa,Cape_Town,-33.6991996683254,18.6532473714413
Cape_Town.7,South Africa,Cape_Town,-33.7081098426476,18.6261213084474
Cape_Town.8,South Africa,Cape_Town,-33.8753978219525,18.5224618926663
Cape_Town.9,South Africa,Cape_Town,-33.9451416326234,18.5062259026102
Cape_Town.10,South Africa,Cape_Town,-33.9121475735051,18.5026100952458
Cape_Town.11,South Africa,Cape_Town,-33.9399456349353,18.4234905920831
Cape_Town.12,South Africa,Cape_Town,-33.9342506008934,18.4226221525277
Cape_Town.13,South Africa,Cape_Town,-33.9108219417563,18.449225053329
Cape_Town.14,South Africa,Cape_Town,-33.9612892397213,18.5127615651636
Cape_Town.15,South Africa,Cape_Town,-33.9949849507767,18.5037280964792
Cape_Town.16,South Africa,Cape_Town,-33.9879735313841,18.4885086977361
Cape_Town.17,South Africa,Cape_Town,-33.6320285414576,18.5988993796173
Cape_Town.18,South Africa,Cape_Town,-33.5567836073514,18.6420531730932
Cape_Town.19,South Africa,Cape_Town,-33.8994765670652,18.4946379491859
