UID,Country,City,Latitude,Longitude
Washington.1,USA,Washington,38.4644971512884,-77.2366073673212
Washington.2,USA,Washington,38.4755673934478,-77.2401203200012
Washington.3,USA,Washington,38.4866547745773,-77.2420765532923
Washington.4,USA,Washington,38.5032439984746,-77.2451666755368
Washington.5,USA,Washington,38.5216809829138,-77.2496350800381
Washington.6,USA,Washington,38.5190283880571,-77.2371872401241
Washington.7,USA,Washington,38.5218755304145,-77.2237939201325
Washington.8,USA,Washington,38.5323231464434,-77.2084303691981
Washington.9,USA,Washington,38.527294506424,-77.1989410252506
Washington.10,USA,Washington,38.5145125372763,-77.1814887046969
Washington.11,USA,Washington,38.5274466392796,-77.1398897426261
Washington.12,USA,Washington,38.5439576741,-77.1358976687093
Washington.13,USA,Washington,38.5626473394277,-77.1387915773013
Washington.14,USA,Washington,38.5976073087932,-77.127560147118
Washington.15,USA,Washington,38.5998114570948,-77.1116535088728
Washington.16,USA,Washington,38.6197094731021,-77.1007605370115
Washington.17,USA,Washington,38.6294122516849,-77.0921676901158
Washington.18,USA,Washington,38.6450963269158,-77.0871173861496
Washington.19,USA,Washington,38.6611589397717,-77.0854853820922
Washington.20,USA,Washington,38.6824716622563,-77.080205582826
Washington.21,USA,Washington,38.7311830106616,-77.0746608785467
Washington.22,USA,Washington,38.7514429704634,-77.0735300497231
Washington.23,USA,Washington,38.7596475072166,-77.0725572117788
Washington.24,USA,Washington,38.7694323826942,-77.0730335896626
Washington.25,USA,Washington,38.7868663557378,-77.0719847598803
Washington.26,USA,Washington,38.7996113637049,-77.0690244295069
Washington.27,USA,Washington,38.810637746355,-77.0672912063088
Washington.28,USA,Washington,38.8235924092798,-77.0668223945082
Washington.29,USA,Washington,38.8326987012882,-77.0632098477808
Washington.30,USA,Washington,38.845271824326304,-77.0620427757745
Washington.31,USA,Washington,38.8535212912175,-77.0590725239315
Washington.32,USA,Washington,38.8624621918388,-77.0495348241522
Washington.33,USA,Washington,38.8671420885661,-77.0433028876456
Washington.34,USA,Washington,38.8774562197501,-77.0396235537495
Washington.35,USA,Washington,38.8882353436991,-77.0377582580913
Washington.36,USA,Washington,38.8977013085698,-77.0367239457272
Washington.37,USA,Washington,38.9070227405728,-77.0303337174517
Washington.38,USA,Washington,38.9089856083026,-77.0246869223186
Washington.39,USA,Washington,38.9116891127121,-77.0256630759479
Washington.40,USA,Washington,38.9149531064115,-77.0222964630907
Washington.41,USA,Washington,38.9176236329244,-77.0116750896793
Washington.42,USA,Washington,38.9016130070457,-77.0171503156083
Washington.43,USA,Washington,38.9362989042419,-77.0286591351696
Washington.44,USA,Washington,38.9492723803435,-77.0296633502066
