UID,Country,City,Latitude,Longitude
Montreal.1,Canada,Montreal,45.0241869831278,-73.748400018505
Montreal.2,Canada,Montreal,45.038129787252,-73.748888787371
Montreal.3,Canada,Montreal,45.0487877811701,-73.7461971994269
Montreal.4,Canada,Montreal,45.0632353512094,-73.7424859842607
Montreal.5,Canada,Montreal,45.0770545292979,-73.7374995605444
Montreal.6,Canada,Montreal,45.0889198813629,-73.7335930210764
Montreal.7,Canada,Montreal,45.101689123113,-73.7277667173059
Montreal.8,Canada,Montreal,45.1121843162627,-73.7214068279633
Montreal.9,Canada,Montreal,45.1185092242665,-73.7199191741447
Montreal.10,Canada,Montreal,45.1330650183226,-73.7153225535278
Montreal.11,Canada,Montreal,45.1473621093481,-73.7149764115653
Montreal.12,Canada,Montreal,45.1600777233773,-73.7138976466643
Montreal.13,Canada,Montreal,45.1720181194103,-73.7095795050427
Montreal.14,Canada,Montreal,45.1809813848133,-73.7020436625553
Montreal.15,Canada,Montreal,45.1932723161754,-73.698191131622
Montreal.16,Canada,Montreal,45.2020265426412,-73.694256090286
Montreal.17,Canada,Montreal,45.2103675931126,-73.6912128646528
Montreal.18,Canada,Montreal,45.2207234310266,-73.6828395108213
Montreal.19,Canada,Montreal,45.2329717040606,-73.6827766559529
Montreal.20,Canada,Montreal,45.2460045426083,-73.6839405742317
Montreal.21,Canada,Montreal,45.2574907870613,-73.685389665732
Montreal.22,Canada,Montreal,45.2705211805165,-73.6923793962169
Montreal.23,Canada,Montreal,45.2818431219727,-73.6958780477445
Montreal.24,Canada,Montreal,45.2946986038705,-73.6953635575632
Montreal.25,Canada,Montreal,45.3077839719365,-73.6930830216183
Montreal.26,Canada,Montreal,45.3212285695184,-73.6945264190515
Montreal.27,Canada,Montreal,45.3336560608879,-73.6984422823232
Montreal.28,Canada,Montreal,45.3444577949012,-73.7024677324044
Montreal.29,Canada,Montreal,45.3512989959222,-73.6932042246083
Montreal.30,Canada,Montreal,45.3577970523333,-73.6828536975406
Montreal.31,Canada,Montreal,45.3660850245953,-73.6728856294728
Montreal.32,Canada,Montreal,45.3692701673503,-73.6630775504738
Montreal.33,Canada,Montreal,45.3742887282459,-73.6542604103436
Montreal.34,Canada,Montreal,45.3835491994065,-73.6501160918731
Montreal.35,Canada,Montreal,45.3941663630223,-73.6509018584315
Montreal.36,Canada,Montreal,45.4014706369144,-73.6502944140805
Montreal.37,Canada,Montreal,45.4158870462875,-73.6351419097014
Montreal.38,Canada,Montreal,45.4274787452407,-73.629727058603
Montreal.39,Canada,Montreal,45.437969733616,-73.6234695155836
Montreal.40,Canada,Montreal,45.4478746733865,-73.6174260482351
Montreal.41,Canada,Montreal,45.460258873241,-73.6088303669681
Montreal.42,Canada,Montreal,45.4650678978116,-73.6060531209709
Montreal.43,Canada,Montreal,45.4747967853527,-73.5971164326384
Montreal.44,Canada,Montreal,45.481700346551,-73.5948912346513
Montreal.45,Canada,Montreal,45.4849717803987,-73.5867190850081
Montreal.46,Canada,Montreal,45.4969204648928,-73.5803671235834
Montreal.47,Canada,Montreal,45.5039057981203,-73.57563976842
Montreal.48,Canada,Montreal,45.5175690853664,-73.5682226850761
