UID,Country,City,Aridity_Index
Berlin.1,Germany,Berlin,6808
Berlin.2,Germany,Berlin,6203
Berlin.3,Germany,Berlin,5989
Berlin.4,Germany,Berlin,6921
Berlin.5,Germany,Berlin,6155
Berlin.6,Germany,Berlin,6207
Berlin.7,Germany,Berlin,7197
Berlin.8,Germany,Berlin,6173
Berlin.9,Germany,Berlin,6508
Berlin.10,Germany,Berlin,6280
Berlin.11,Germany,Berlin,6106
Berlin.12,Germany,Berlin,7149
Berlin.13,Germany,Berlin,6130
Berlin.14,Germany,Berlin,6393
Berlin.15,Germany,Berlin,6398
Berlin.16,Germany,Berlin,6321
Berlin.17,Germany,Berlin,6346
Berlin.18,Germany,Berlin,6279
Berlin.19,Germany,Berlin,7075
Berlin.20,Germany,Berlin,6210
Berlin.21,Germany,Berlin,6254
Berlin.22,Germany,Berlin,6158
Berlin.23,Germany,Berlin,6278
Berlin.24,Germany,Berlin,6314
Berlin.25,Germany,Berlin,6268
Berlin.26,Germany,Berlin,6261
Berlin.27,Germany,Berlin,6096
Berlin.28,Germany,Berlin,6537
Berlin.29,Germany,Berlin,6275
Berlin.30,Germany,Berlin,6193
Berlin.31,Germany,Berlin,6272
Berlin.32,Germany,Berlin,6062
Berlin.33,Germany,Berlin,6289
Berlin.34,Germany,Berlin,6320
