UID,Country,City,Mean_NDVI,Min_NDVI,Max_NDVI
London.1,Canada,London,1633.2695652173913,-216.4,3235.2
London.2,Canada,London,2148.1043478260867,-129.4,3815
London.3,Canada,London,2298.608695652174,-122.2,3915.2
London.4,Canada,London,1939.3391304347826,-137,3639.2
London.5,Canada,London,1694.0782608695652,-193.2,3459.8
London.6,Canada,London,2245.3478260869565,-60.4,4482.6
London.7,Canada,London,2646.2434782608693,-3.6,5121.6
London.8,Canada,London,2371.513043478261,-59.4,4364
London.9,Canada,London,2887.0782608695654,10.6,5073
London.10,Canada,London,3349.913043478261,10.8,5612.8
London.11,Canada,London,3626.008695652174,-27.6,6382.2
London.12,Canada,London,4178.617391304348,33.6,6916
London.13,Canada,London,3076.547826086957,81.4,5221.6
London.14,Canada,London,3103.391304347826,55.2,5372.8
London.15,Canada,London,3024.7652173913043,65.4,5253.6
London.16,Canada,London,3044.2347826086957,13.6,5773.8
London.17,Canada,London,2950.295652173913,-15.2,5809.4
London.18,Canada,London,3748.8434782608697,-230.8,6254.6
London.19,Canada,London,4122.565217391304,114.2,7862.2
London.20,Canada,London,3065.4347826086955,-10.8,5229.6
London.21,Canada,London,3162.9478260869564,-163.6,5778
London.22,Canada,London,3919.669565217391,29.2,7040.4
London.23,Canada,London,3973.904347826087,29,7947
London.24,Canada,London,3744.0521739130436,-28.6,7971.8
London.25,Canada,London,3513.8434782608697,-100,8756.4
London.26,Canada,London,5178.408695652174,53.4,8470.8
London.27,Canada,London,5411.086956521739,75.2,8508.2
London.28,Canada,London,4587.852173913044,-60.8,7904.6
London.29,Canada,London,4467.234782608695,-80.4,7446
London.30,Canada,London,4462.617391304348,-135.6,7777.8
London.31,Canada,London,5062.113043478261,-95.6,7813
London.32,Canada,London,4389.55652173913,-78.6,8582.4
London.33,Canada,London,4585.008695652174,11.4,8446
London.34,Canada,London,4798.860869565217,17.4,7600.8
London.35,Canada,London,4118.347826086956,-22.8,7811.2
London.36,Canada,London,4293.365217391304,-35.6,8360
London.37,Canada,London,4431.165217391304,-27.4,7859.8
London.38,Canada,London,4588.060869565217,-34.8,8032.6
London.39,Canada,London,4225.617391304348,-44.4,8581.8
London.40,Canada,London,3813.208695652174,-111.6,8021.8
