Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
Colombia,Bogota,4.399361619140962,-74.18090923884571
Colombia,Bogota,4.399361619140962,-74.10390923884572
Colombia,Bogota,4.399361619140962,-74.0269092388457
Colombia,Bogota,4.476361619140962,-74.25790923884571
Colombia,Bogota,4.476361619140962,-74.18090923884571
Colombia,Bogota,4.476361619140962,-74.10390923884572
Colombia,Bogota,4.476361619140962,-74.0269092388457
Colombia,Bogota,4.476361619140962,-73.9499092388457
Colombia,Bogota,4.553361619140962,-74.33490923884571
Colombia,Bogota,4.553361619140962,-74.25790923884571
Colombia,Bogota,4.553361619140962,-74.18090923884571
Colombia,Bogota,4.553361619140962,-74.10390923884572
Colombia,Bogota,4.553361619140962,-74.0269092388457
Colombia,Bogota,4.553361619140962,-73.9499092388457
Colombia,Bogota,4.553361619140962,-73.87290923884571
Colombia,Bogota,4.630361619140962,-74.33490923884571
Colombia,Bogota,4.630361619140962,-74.25790923884571
Colombia,Bogota,4.630361619140962,-74.18090923884571
Colombia,Bogota,4.630361619140962,-74.10390923884572
Colombia,Bogota,4.630361619140962,-74.0269092388457
Colombia,Bogota,4.630361619140962,-73.9499092388457
Colombia,Bogota,4.630361619140962,-73.87290923884571
Colombia,Bogota,4.707361619140962,-74.33490923884571
Colombia,Bogota,4.707361619140962,-74.25790923884571
Colombia,Bogota,4.707361619140962,-74.18090923884571
Colombia,Bogota,4.707361619140962,-74.10390923884572
Colombia,Bogota,4.707361619140962,-74.0269092388457
Colombia,Bogota,4.707361619140962,-73.9499092388457
Colombia,Bogota,4.707361619140962,-73.87290923884571
Colombia,Bogota,4.784361619140962,-74.25790923884571
Colombia,Bogota,4.784361619140962,-74.18090923884571
Colombia,Bogota,4.784361619140962,-74.10390923884572
Colombia,Bogota,4.784361619140962,-74.0269092388457
Colombia,Bogota,4.784361619140962,-73.9499092388457
Colombia,Bogota,4.861361619140962,-74.18090923884571
Colombia,Bogota,4.861361619140962,-74.10390923884572
Colombia,Bogota,4.861361619140962,-74.0269092388457
