Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
USA,Pittsburgh,40.052289785109394,-80.22993736073549
USA,Pittsburgh,40.052289785109394,-80.07993736073549
USA,Pittsburgh,40.052289785109394,-79.9299373607355
USA,Pittsburgh,40.052289785109394,-79.77993736073549
USA,Pittsburgh,40.20228978510939,-80.37993736073548
USA,Pittsburgh,40.20228978510939,-80.22993736073549
USA,Pittsburgh,40.20228978510939,-80.07993736073549
USA,Pittsburgh,40.20228978510939,-79.9299373607355
USA,Pittsburgh,40.20228978510939,-79.77993736073549
USA,Pittsburgh,40.20228978510939,-79.62993736073548
USA,Pittsburgh,40.35228978510939,-80.52993736073549
USA,Pittsburgh,40.35228978510939,-80.37993736073548
USA,Pittsburgh,40.35228978510939,-80.22993736073549
USA,Pittsburgh,40.35228978510939,-80.07993736073549
USA,Pittsburgh,40.35228978510939,-79.9299373607355
USA,Pittsburgh,40.35228978510939,-79.77993736073549
USA,Pittsburgh,40.35228978510939,-79.62993736073548
USA,Pittsburgh,40.35228978510939,-79.47993736073549
USA,Pittsburgh,40.5022897851094,-80.52993736073549
USA,Pittsburgh,40.5022897851094,-80.37993736073548
USA,Pittsburgh,40.5022897851094,-80.22993736073549
USA,Pittsburgh,40.5022897851094,-80.07993736073549
USA,Pittsburgh,40.5022897851094,-79.9299373607355
USA,Pittsburgh,40.5022897851094,-79.77993736073549
USA,Pittsburgh,40.5022897851094,-79.62993736073548
USA,Pittsburgh,40.5022897851094,-79.47993736073549
USA,Pittsburgh,40.652289785109396,-80.52993736073549
USA,Pittsburgh,40.652289785109396,-80.37993736073548
USA,Pittsburgh,40.652289785109396,-80.22993736073549
USA,Pittsburgh,40.652289785109396,-80.07993736073549
USA,Pittsburgh,40.652289785109396,-79.9299373607355
USA,Pittsburgh,40.652289785109396,-79.77993736073549
USA,Pittsburgh,40.652289785109396,-79.62993736073548
USA,Pittsburgh,40.652289785109396,-79.47993736073549
USA,Pittsburgh,40.802289785109394,-80.22993736073549
USA,Pittsburgh,40.802289785109394,-80.07993736073549
USA,Pittsburgh,40.802289785109394,-79.9299373607355
USA,Pittsburgh,40.802289785109394,-79.77993736073549
