Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
USA,Madison,42.95075192095652,-89.47791240270203
USA,Madison,42.95075192095652,-89.43691240270202
USA,Madison,42.95075192095652,-89.39591240270202
USA,Madison,42.95075192095652,-89.35491240270203
USA,Madison,42.95075192095652,-89.31391240270203
USA,Madison,42.99175192095652,-89.51891240270203
USA,Madison,42.99175192095652,-89.47791240270203
USA,Madison,42.99175192095652,-89.43691240270202
USA,Madison,42.99175192095652,-89.39591240270202
USA,Madison,42.99175192095652,-89.35491240270203
USA,Madison,42.99175192095652,-89.31391240270203
USA,Madison,42.99175192095652,-89.27291240270202
USA,Madison,42.99175192095652,-89.23191240270202
USA,Madison,43.03275192095652,-89.55991240270203
USA,Madison,43.03275192095652,-89.51891240270203
USA,Madison,43.03275192095652,-89.47791240270203
USA,Madison,43.03275192095652,-89.43691240270202
USA,Madison,43.03275192095652,-89.39591240270202
USA,Madison,43.03275192095652,-89.35491240270203
USA,Madison,43.03275192095652,-89.31391240270203
USA,Madison,43.03275192095652,-89.27291240270202
USA,Madison,43.03275192095652,-89.23191240270202
USA,Madison,43.07375192095652,-89.55991240270203
USA,Madison,43.07375192095652,-89.51891240270203
USA,Madison,43.07375192095652,-89.47791240270203
USA,Madison,43.07375192095652,-89.43691240270202
USA,Madison,43.07375192095652,-89.39591240270202
USA,Madison,43.07375192095652,-89.35491240270203
USA,Madison,43.07375192095652,-89.31391240270203
USA,Madison,43.07375192095652,-89.27291240270202
USA,Madison,43.07375192095652,-89.23191240270202
USA,Madison,43.07375192095652,-89.19091240270203
USA,Madison,43.11475192095652,-89.55991240270203
USA,Madison,43.11475192095652,-89.51891240270203
USA,Madison,43.11475192095652,-89.47791240270203
USA,Madison,43.11475192095652,-89.43691240270202
USA,Madison,43.11475192095652,-89.39591240270202
USA,Madison,43.11475192095652,-89.35491240270203
USA,Madison,43.11475192095652,-89.31391240270203
USA,Madison,43.11475192095652,-89.27291240270202
USA,Madison,43.11475192095652,-89.23191240270202
USA,Madison,43.15575192095652,-89.51891240270203
USA,Madison,43.15575192095652,-89.47791240270203
USA,Madison,43.15575192095652,-89.43691240270202
USA,Madison,43.15575192095652,-89.39591240270202
USA,Madison,43.15575192095652,-89.35491240270203
USA,Madison,43.15575192095652,-89.31391240270203
USA,Madison,43.15575192095652,-89.27291240270202
USA,Madison,43.15575192095652,-89.23191240270202
USA,Madison,43.19675192095652,-89.47791240270203
USA,Madison,43.19675192095652,-89.43691240270202
USA,Madison,43.19675192095652,-89.39591240270202
USA,Madison,43.19675192095652,-89.35491240270203
USA,Madison,43.19675192095652,-89.31391240270203
