Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
USA,Baltimore,38.88484977742959,-76.89252225035519
USA,Baltimore,38.88484977742959,-76.76252225035519
USA,Baltimore,38.88484977742959,-76.6325222503552
USA,Baltimore,38.88484977742959,-76.50252225035518
USA,Baltimore,38.88484977742959,-76.37252225035519
USA,Baltimore,39.01484977742959,-77.0225222503552
USA,Baltimore,39.01484977742959,-76.89252225035519
USA,Baltimore,39.01484977742959,-76.76252225035519
USA,Baltimore,39.01484977742959,-76.6325222503552
USA,Baltimore,39.01484977742959,-76.50252225035518
USA,Baltimore,39.01484977742959,-76.37252225035519
USA,Baltimore,39.01484977742959,-76.2425222503552
USA,Baltimore,39.144849777429584,-77.15252225035519
USA,Baltimore,39.144849777429584,-77.0225222503552
USA,Baltimore,39.144849777429584,-76.89252225035519
USA,Baltimore,39.144849777429584,-76.76252225035519
USA,Baltimore,39.144849777429584,-76.6325222503552
USA,Baltimore,39.144849777429584,-76.50252225035518
USA,Baltimore,39.144849777429584,-76.37252225035519
USA,Baltimore,39.144849777429584,-76.2425222503552
USA,Baltimore,39.144849777429584,-76.11252225035518
USA,Baltimore,39.27484977742959,-77.15252225035519
USA,Baltimore,39.27484977742959,-77.0225222503552
USA,Baltimore,39.27484977742959,-76.89252225035519
USA,Baltimore,39.27484977742959,-76.76252225035519
USA,Baltimore,39.27484977742959,-76.6325222503552
USA,Baltimore,39.27484977742959,-76.50252225035518
USA,Baltimore,39.27484977742959,-76.37252225035519
USA,Baltimore,39.27484977742959,-76.2425222503552
USA,Baltimore,39.27484977742959,-76.11252225035518
USA,Baltimore,39.40484977742959,-77.15252225035519
USA,Baltimore,39.40484977742959,-77.0225222503552
USA,Baltimore,39.40484977742959,-76.89252225035519
USA,Baltimore,39.40484977742959,-76.76252225035519
USA,Baltimore,39.40484977742959,-76.6325222503552
USA,Baltimore,39.40484977742959,-76.50252225035518
USA,Baltimore,39.40484977742959,-76.37252225035519
USA,Baltimore,39.40484977742959,-76.2425222503552
USA,Baltimore,39.40484977742959,-76.11252225035518
USA,Baltimore,39.534849777429585,-77.0225222503552
USA,Baltimore,39.534849777429585,-76.89252225035519
USA,Baltimore,39.534849777429585,-76.76252225035519
USA,Baltimore,39.534849777429585,-76.6325222503552
USA,Baltimore,39.534849777429585,-76.50252225035518
USA,Baltimore,39.534849777429585,-76.37252225035519
USA,Baltimore,39.534849777429585,-76.2425222503552
USA,Baltimore,39.534849777429585,-76.11252225035518
USA,Baltimore,39.66484977742959,-76.89252225035519
USA,Baltimore,39.66484977742959,-76.76252225035519
USA,Baltimore,39.66484977742959,-76.6325222503552
USA,Baltimore,39.66484977742959,-76.50252225035518
USA,Baltimore,39.66484977742959,-76.37252225035519
