Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
Germany,Munich,47.98333943108551,11.452511459729852
Germany,Munich,47.98333943108551,11.508511459729851
Germany,Munich,47.98333943108551,11.564511459729852
Germany,Munich,47.98333943108551,11.620511459729851
Germany,Munich,47.98333943108551,11.676511459729852
Germany,Munich,48.03933943108551,11.396511459729851
Germany,Munich,48.03933943108551,11.452511459729852
Germany,Munich,48.03933943108551,11.508511459729851
Germany,Munich,48.03933943108551,11.564511459729852
Germany,Munich,48.03933943108551,11.620511459729851
Germany,Munich,48.03933943108551,11.676511459729852
Germany,Munich,48.03933943108551,11.732511459729851
Germany,Munich,48.03933943108551,11.788511459729852
Germany,Munich,48.09533943108551,11.340511459729852
Germany,Munich,48.09533943108551,11.396511459729851
Germany,Munich,48.09533943108551,11.452511459729852
Germany,Munich,48.09533943108551,11.508511459729851
Germany,Munich,48.09533943108551,11.564511459729852
Germany,Munich,48.09533943108551,11.620511459729851
Germany,Munich,48.09533943108551,11.676511459729852
Germany,Munich,48.09533943108551,11.732511459729851
Germany,Munich,48.09533943108551,11.788511459729852
Germany,Munich,48.15133943108551,11.340511459729852
Germany,Munich,48.15133943108551,11.396511459729851
Germany,Munich,48.15133943108551,11.452511459729852
Germany,Munich,48.15133943108551,11.508511459729851
Germany,Munich,48.15133943108551,11.564511459729852
Germany,Munich,48.15133943108551,11.620511459729851
Germany,Munich,48.15133943108551,11.676511459729852
Germany,Munich,48.15133943108551,11.732511459729851
Germany,Munich,48.15133943108551,11.788511459729852
Germany,Munich,48.15133943108551,11.844511459729851
Germany,Munich,48.20733943108551,11.340511459729852
Germany,Munich,48.20733943108551,11.396511459729851
Germany,Munich,48.20733943108551,11.452511459729852
Germany,Munich,48.20733943108551,11.508511459729851
Germany,Munich,48.20733943108551,11.564511459729852
Germany,Munich,48.20733943108551,11.620511459729851
Germany,Munich,48.20733943108551,11.676511459729852
Germany,Munich,48.20733943108551,11.732511459729851
Germany,Munich,48.20733943108551,11.788511459729852
Germany,Munich,48.26333943108551,11.452511459729852
Germany,Munich,48.26333943108551,11.508511459729851
Germany,Munich,48.26333943108551,11.564511459729852
Germany,Munich,48.26333943108551,11.620511459729851
Germany,Munich,48.26333943108551,11.676511459729852
Germany,Munich,48.26333943108551,11.732511459729851
