Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
Canada,Winnipeg,49.663317256207264,-97.33970472109199
Canada,Winnipeg,49.663317256207264,-97.24770472109199
Canada,Winnipeg,49.663317256207264,-97.155704721092
Canada,Winnipeg,49.663317256207264,-97.063704721092
Canada,Winnipeg,49.663317256207264,-96.97170472109198
Canada,Winnipeg,49.75531725620726,-97.43170472109199
Canada,Winnipeg,49.75531725620726,-97.33970472109199
Canada,Winnipeg,49.75531725620726,-97.24770472109199
Canada,Winnipeg,49.75531725620726,-97.155704721092
Canada,Winnipeg,49.75531725620726,-97.063704721092
Canada,Winnipeg,49.75531725620726,-96.97170472109198
Canada,Winnipeg,49.75531725620726,-96.87970472109198
Canada,Winnipeg,49.75531725620726,-96.78770472109198
Canada,Winnipeg,49.84731725620726,-97.52370472109199
Canada,Winnipeg,49.84731725620726,-97.43170472109199
Canada,Winnipeg,49.84731725620726,-97.33970472109199
Canada,Winnipeg,49.84731725620726,-97.24770472109199
Canada,Winnipeg,49.84731725620726,-97.155704721092
Canada,Winnipeg,49.84731725620726,-97.063704721092
Canada,Winnipeg,49.84731725620726,-96.97170472109198
Canada,Winnipeg,49.84731725620726,-96.87970472109198
Canada,Winnipeg,49.84731725620726,-96.78770472109198
Canada,Winnipeg,49.93931725620727,-97.52370472109199
Canada,Winnipeg,49.93931725620727,-97.43170472109199
Canada,Winnipeg,49.93931725620727,-97.33970472109199
Canada,Winnipeg,49.93931725620727,-97.24770472109199
Canada,Winnipeg,49.93931725620727,-97.155704721092
Canada,Winnipeg,49.93931725620727,-97.063704721092
Canada,Winnipeg,49.93931725620727,-96.97170472109198
Canada,Winnipeg,49.93931725620727,-96.87970472109198
Canada,Winnipeg,49.93931725620727,-96.78770472109198
Canada,Winnipeg,50.03131725620727,-97.43170472109199
Canada,Winnipeg,50.03131725620727,-97.33970472109199
Canada,Winnipeg,50.03131725620727,-97.24770472109199
Canada,Winnipeg,50.03131725620727,-97.155704721092
Canada,Winnipeg,50.03131725620727,-97.063704721092
Canada,Winnipeg,50.03131725620727,-96.97170472109198
Canada,Winnipeg,50.03131725620727,-96.87970472109198
Canada,Winnipeg,50.03131725620727,-96.78770472109198
Canada,Winnipeg,50.123317256207265,-97.33970472109199
Canada,Winnipeg,50.123317256207265,-97.24770472109199
Canada,Winnipeg,50.123317256207265,-97.155704721092
Canada,Winnipeg,50.123317256207265,-97.063704721092
Canada,Winnipeg,50.123317256207265,-96.97170472109198
