Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
USA,Minneapolis,44.578275314127225,-93.55675236796687
USA,Minneapolis,44.578275314127225,-93.40675236796686
USA,Minneapolis,44.578275314127225,-93.25675236796687
USA,Minneapolis,44.578275314127225,-93.10675236796686
USA,Minneapolis,44.578275314127225,-92.95675236796686
USA,Minneapolis,44.728275314127224,-93.70675236796686
USA,Minneapolis,44.728275314127224,-93.55675236796687
USA,Minneapolis,44.728275314127224,-93.40675236796686
USA,Minneapolis,44.728275314127224,-93.25675236796687
USA,Minneapolis,44.728275314127224,-93.10675236796686
USA,Minneapolis,44.728275314127224,-92.95675236796686
USA,Minneapolis,44.728275314127224,-92.80675236796687
USA,Minneapolis,44.87827531412722,-93.85675236796686
USA,Minneapolis,44.87827531412722,-93.70675236796686
USA,Minneapolis,44.87827531412722,-93.55675236796687
USA,Minneapolis,44.87827531412722,-93.40675236796686
USA,Minneapolis,44.87827531412722,-93.25675236796687
USA,Minneapolis,44.87827531412722,-93.10675236796686
USA,Minneapolis,44.87827531412722,-92.95675236796686
USA,Minneapolis,44.87827531412722,-92.80675236796687
USA,Minneapolis,44.87827531412722,-92.65675236796686
USA,Minneapolis,45.02827531412723,-93.85675236796686
USA,Minneapolis,45.02827531412723,-93.70675236796686
USA,Minneapolis,45.02827531412723,-93.55675236796687
USA,Minneapolis,45.02827531412723,-93.40675236796686
USA,Minneapolis,45.02827531412723,-93.25675236796687
USA,Minneapolis,45.02827531412723,-93.10675236796686
USA,Minneapolis,45.02827531412723,-92.95675236796686
USA,Minneapolis,45.02827531412723,-92.80675236796687
USA,Minneapolis,45.02827531412723,-92.65675236796686
USA,Minneapolis,45.17827531412723,-93.85675236796686
USA,Minneapolis,45.17827531412723,-93.70675236796686
USA,Minneapolis,45.17827531412723,-93.55675236796687
USA,Minneapolis,45.17827531412723,-93.40675236796686
USA,Minneapolis,45.17827531412723,-93.25675236796687
USA,Minneapolis,45.17827531412723,-93.10675236796686
USA,Minneapolis,45.17827531412723,-92.95675236796686
USA,Minneapolis,45.17827531412723,-92.80675236796687
USA,Minneapolis,45.328275314127225,-93.55675236796687
USA,Minneapolis,45.328275314127225,-93.40675236796686
USA,Minneapolis,45.328275314127225,-93.25675236796687
USA,Minneapolis,45.328275314127225,-93.10675236796686
USA,Minneapolis,45.328275314127225,-92.95675236796686
