Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
South Africa,Cape_Town,-34.23165643699978,18.263740169053698
South Africa,Cape_Town,-34.23165643699978,18.373740169053697
South Africa,Cape_Town,-34.23165643699978,18.4837401690537
South Africa,Cape_Town,-34.23165643699978,18.5937401690537
South Africa,Cape_Town,-34.12165643699978,18.153740169053698
South Africa,Cape_Town,-34.12165643699978,18.263740169053698
South Africa,Cape_Town,-34.12165643699978,18.373740169053697
South Africa,Cape_Town,-34.12165643699978,18.4837401690537
South Africa,Cape_Town,-34.12165643699978,18.5937401690537
South Africa,Cape_Town,-34.12165643699978,18.7037401690537
South Africa,Cape_Town,-34.01165643699978,18.0437401690537
South Africa,Cape_Town,-34.01165643699978,18.153740169053698
South Africa,Cape_Town,-34.01165643699978,18.263740169053698
South Africa,Cape_Town,-34.01165643699978,18.373740169053697
South Africa,Cape_Town,-34.01165643699978,18.4837401690537
South Africa,Cape_Town,-34.01165643699978,18.5937401690537
South Africa,Cape_Town,-34.01165643699978,18.7037401690537
South Africa,Cape_Town,-34.01165643699978,18.8137401690537
South Africa,Cape_Town,-33.90165643699978,18.0437401690537
South Africa,Cape_Town,-33.90165643699978,18.153740169053698
South Africa,Cape_Town,-33.90165643699978,18.263740169053698
South Africa,Cape_Town,-33.90165643699978,18.373740169053697
South Africa,Cape_Town,-33.90165643699978,18.4837401690537
South Africa,Cape_Town,-33.90165643699978,18.5937401690537
South Africa,Cape_Town,-33.90165643699978,18.7037401690537
South Africa,Cape_Town,-33.90165643699978,18.8137401690537
South Africa,Cape_Town,-33.79165643699978,18.0437401690537
South Africa,Cape_Town,-33.79165643699978,18.153740169053698
South Africa,Cape_Town,-33.79165643699978,18.263740169053698
South Africa,Cape_Town,-33.79165643699978,18.373740169053697
South Africa,Cape_Town,-33.79165643699978,18.4837401690537
South Africa,Cape_Town,-33.79165643699978,18.5937401690537
South Africa,Cape_Town,-33.79165643699978,18.7037401690537
South Africa,Cape_Town,-33.79165643699978,18.8137401690537
South Africa,Cape_Town,-33.68165643699978,18.153740169053698
South Africa,Cape_Town,-33.68165643699978,18.263740169053698
South Africa,Cape_Town,-33.68165643699978,18.373740169053697
South Africa,Cape_Town,-33.68165643699978,18.4837401690537
South Africa,Cape_Town,-33.68165643699978,18.5937401690537
South Africa,Cape_Town,-33.68165643699978,18.7037401690537
South Africa,Cape_Town,-33.57165643699978,18.373740169053697
South Africa,Cape_Town,-33.57165643699978,18.4837401690537
