Country,City,Systematic_Point_Latitude,Systematic_Point_Longitude
Japan,Hiroshima,34.09836315309407,132.28343976121593
Japan,Hiroshima,34.09836315309407,132.37543976121594
Japan,Hiroshima,34.09836315309407,132.46743976121593
Japan,Hiroshima,34.09836315309407,132.55943976121594
Japan,Hiroshima,34.19036315309407,132.19143976121595
Japan,Hiroshima,34.19036315309407,132.28343976121593
Japan,Hiroshima,34.19036315309407,132.37543976121594
Japan,Hiroshima,34.19036315309407,132.46743976121593
Japan,Hiroshima,34.19036315309407,132.55943976121594
Japan,Hiroshima,34.19036315309407,132.65143976121593
Japan,Hiroshima,34.19036315309407,132.74343976121594
Japan,Hiroshima,34.28236315309407,132.09943976121593
Japan,Hiroshima,34.28236315309407,132.19143976121595
Japan,Hiroshima,34.28236315309407,132.28343976121593
Japan,Hiroshima,34.28236315309407,132.37543976121594
Japan,Hiroshima,34.28236315309407,132.46743976121593
Japan,Hiroshima,34.28236315309407,132.55943976121594
Japan,Hiroshima,34.28236315309407,132.65143976121593
Japan,Hiroshima,34.28236315309407,132.74343976121594
Japan,Hiroshima,34.37436315309407,132.09943976121593
Japan,Hiroshima,34.37436315309407,132.19143976121595
Japan,Hiroshima,34.37436315309407,132.28343976121593
Japan,Hiroshima,34.37436315309407,132.37543976121594
Japan,Hiroshima,34.37436315309407,132.46743976121593
Japan,Hiroshima,34.37436315309407,132.55943976121594
Japan,Hiroshima,34.37436315309407,132.65143976121593
Japan,Hiroshima,34.37436315309407,132.74343976121594
Japan,Hiroshima,34.37436315309407,132.83543976121592
Japan,Hiroshima,34.46636315309407,132.09943976121593
Japan,Hiroshima,34.46636315309407,132.19143976121595
Japan,Hiroshima,34.46636315309407,132.28343976121593
Japan,Hiroshima,34.46636315309407,132.37543976121594
Japan,Hiroshima,34.46636315309407,132.46743976121593
Japan,Hiroshima,34.46636315309407,132.55943976121594
Japan,Hiroshima,34.46636315309407,132.65143976121593
Japan,Hiroshima,34.46636315309407,132.74343976121594
Japan,Hiroshima,34.46636315309407,132.83543976121592
Japan,Hiroshima,34.55836315309407,132.19143976121595
Japan,Hiroshima,34.55836315309407,132.28343976121593
Japan,Hiroshima,34.55836315309407,132.37543976121594
Japan,Hiroshima,34.55836315309407,132.46743976121593
Japan,Hiroshima,34.55836315309407,132.55943976121594
Japan,Hiroshima,34.55836315309407,132.65143976121593
Japan,Hiroshima,34.55836315309407,132.74343976121594
Japan,Hiroshima,34.65036315309407,132.28343976121593
Japan,Hiroshima,34.65036315309407,132.37543976121594
Japan,Hiroshima,34.65036315309407,132.46743976121593
Japan,Hiroshima,34.65036315309407,132.55943976121594
Japan,Hiroshima,34.65036315309407,132.65143976121593
