UID,Country,City,ISC_Mean
Hempstead.1,USA,Hempstead,82.26480836236934
Hempstead.2,USA,Hempstead,83.8542372881356
Hempstead.3,USA,Hempstead,89.99303135888502
Hempstead.4,USA,Hempstead,50.065292096219935
Hempstead.5,USA,Hempstead,18.399305555555557
Hempstead.6,USA,Hempstead,15.88888888888889
Hempstead.7,USA,Hempstead,18.71875
Hempstead.8,USA,Hempstead,6.520979020979021
Hempstead.9,USA,Hempstead,11.166089965397925
Hempstead.10,USA,Hempstead,58.232394366197184
Hempstead.11,USA,Hempstead,56.61168384879725
Hempstead.12,USA,Hempstead,62.982698961937714
Hempstead.13,USA,Hempstead,63.75778546712803
Hempstead.14,USA,Hempstead,49.41724137931035
Hempstead.15,USA,Hempstead,65.24567474048443
Hempstead.16,USA,Hempstead,35.017301038062286
Hempstead.17,USA,Hempstead,31.629757785467127
Hempstead.18,USA,Hempstead,55.12714776632303
Hempstead.19,USA,Hempstead,49.9020979020979
Hempstead.20,USA,Hempstead,36.41237113402062
Hempstead.21,USA,Hempstead,38.01045296167247
Hempstead.22,USA,Hempstead,21.47079037800687
Hempstead.23,USA,Hempstead,22.846689895470384
Hempstead.24,USA,Hempstead,25.637630662020907
Hempstead.25,USA,Hempstead,23.197278911564627
Hempstead.26,USA,Hempstead,15.926829268292684
Hempstead.27,USA,Hempstead,20.235294117647058
Hempstead.28,USA,Hempstead,14.143356643356643
Hempstead.29,USA,Hempstead,5.451388888888889
Hempstead.30,USA,Hempstead,13.307692307692308
Hempstead.31,USA,Hempstead,13.434482758620689
Hempstead.32,USA,Hempstead,17.917241379310344
Hempstead.33,USA,Hempstead,12.275261324041812
Hempstead.34,USA,Hempstead,6.489583333333333
Hempstead.35,USA,Hempstead,13.703832752613241
Hempstead.36,USA,Hempstead,6.95578231292517
Hempstead.37,USA,Hempstead,9.39446366782007
Hempstead.38,USA,Hempstead,4.56794425087108
Hempstead.39,USA,Hempstead,6.653979238754325
