UID,Country,City,ISC_Mean
Amsterdam.1,Netherlands,Amsterdam,41.919444444444444
Amsterdam.2,Netherlands,Amsterdam,45.99445983379501
Amsterdam.3,Netherlands,Amsterdam,43.098314606741575
Amsterdam.4,Netherlands,Amsterdam,10.325842696629213
Amsterdam.5,Netherlands,Amsterdam,18.72853185595568
Amsterdam.6,Netherlands,Amsterdam,0
Amsterdam.7,Netherlands,Amsterdam,0
Amsterdam.8,Netherlands,Amsterdam,0
Amsterdam.9,Netherlands,Amsterdam,0
Amsterdam.10,Netherlands,Amsterdam,0
Amsterdam.11,Netherlands,Amsterdam,0
Amsterdam.12,Netherlands,Amsterdam,0
Amsterdam.13,Netherlands,Amsterdam,0
Amsterdam.14,Netherlands,Amsterdam,0
Amsterdam.15,Netherlands,Amsterdam,0
Amsterdam.16,Netherlands,Amsterdam,0
Amsterdam.17,Netherlands,Amsterdam,76.97720797720798
Amsterdam.18,Netherlands,Amsterdam,70.24147727272727
Amsterdam.19,Netherlands,Amsterdam,14.438202247191011
Amsterdam.20,Netherlands,Amsterdam,75.30878186968839
Amsterdam.21,Netherlands,Amsterdam,32.55
Amsterdam.22,Netherlands,Amsterdam,64.42061281337047
Amsterdam.23,Netherlands,Amsterdam,33.9804469273743
Amsterdam.24,Netherlands,Amsterdam,62.95798319327731
Amsterdam.25,Netherlands,Amsterdam,75.7983193277311
Amsterdam.26,Netherlands,Amsterdam,49.202216066481995
Amsterdam.27,Netherlands,Amsterdam,0.31092436974789917
Amsterdam.28,Netherlands,Amsterdam,17.614958448753463
Amsterdam.29,Netherlands,Amsterdam,24.278551532033426
Amsterdam.30,Netherlands,Amsterdam,23.530898876404493
Amsterdam.31,Netherlands,Amsterdam,14.885793871866296
Amsterdam.32,Netherlands,Amsterdam,71.03361344537815
Amsterdam.33,Netherlands,Amsterdam,51.986072423398326
Amsterdam.34,Netherlands,Amsterdam,0.2740112994350282
Amsterdam.35,Netherlands,Amsterdam,40.448753462603875
Amsterdam.36,Netherlands,Amsterdam,2.6066481994459836
Amsterdam.37,Netherlands,Amsterdam,58.46610169491525
Amsterdam.38,Netherlands,Amsterdam,0
Amsterdam.39,Netherlands,Amsterdam,0
Amsterdam.40,Netherlands,Amsterdam,76
