UID,Country,City,ISC_Mean
Munich.1,Germany,Munich,1.5246913580246915
Munich.2,Germany,Munich,1.4573170731707317
Munich.3,Germany,Munich,0
Munich.4,Germany,Munich,0
Munich.5,Germany,Munich,0
Munich.6,Germany,Munich,0
Munich.7,Germany,Munich,0
Munich.8,Germany,Munich,0
Munich.9,Germany,Munich,0
Munich.10,Germany,Munich,0
Munich.11,Germany,Munich,0
Munich.12,Germany,Munich,0
Munich.13,Germany,Munich,0.5339506172839507
Munich.14,Germany,Munich,0.09480122324159021
Munich.15,Germany,Munich,0.4484848484848485
Munich.16,Germany,Munich,0.25382262996941896
Munich.17,Germany,Munich,0.3180428134556575
Munich.18,Germany,Munich,0.44135802469135804
Munich.19,Germany,Munich,1.7186544342507646
Munich.20,Germany,Munich,6.975683890577508
Munich.21,Germany,Munich,51.72615384615385
Munich.22,Germany,Munich,43.045731707317074
Munich.23,Germany,Munich,10.285714285714286
Munich.24,Germany,Munich,8.546583850931677
Munich.25,Germany,Munich,7.3343558282208585
Munich.26,Germany,Munich,13.53822629969419
Munich.27,Germany,Munich,10.265861027190333
Munich.28,Germany,Munich,0
Munich.29,Germany,Munich,0
Munich.30,Germany,Munich,0
Munich.31,Germany,Munich,0
Munich.32,Germany,Munich,0
Munich.33,Germany,Munich,8.978395061728396
Munich.34,Germany,Munich,33.00613496932515
Munich.35,Germany,Munich,38.08282208588957
Munich.36,Germany,Munich,32.84375
Munich.37,Germany,Munich,29.628048780487806
Munich.38,Germany,Munich,38.873111782477345
Munich.39,Germany,Munich,24.145510835913313
Munich.40,Germany,Munich,17.09451219512195
Munich.41,Germany,Munich,41.43636363636364
Munich.42,Germany,Munich,44.5531914893617
Munich.43,Germany,Munich,52.47239263803681
Munich.44,Germany,Munich,52.44514106583072
Munich.45,Germany,Munich,83.55722891566265
Munich.46,Germany,Munich,78.03095975232198
Munich.47,Germany,Munich,86.41590214067278
Munich.48,Germany,Munich,85.06422018348624
Munich.49,Germany,Munich,83.29003021148036
Munich.50,Germany,Munich,60.314199395770395
Munich.51,Germany,Munich,88.85321100917432
