Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
Europe,Finland,Helsinki,60.169857,24.938379,1,60.1859,24.93348,1.8044,25.7435,0.0701
Europe,Finland,Helsinki,60.169857,24.938379,2,60.18988,24.93988,2.228,25.7435,0.0865
Europe,Finland,Helsinki,60.169857,24.938379,3,60.1865,24.95616,2.0956,25.7435,0.0814
Europe,Finland,Helsinki,60.169857,24.938379,4,60.18588,24.96462,2.2978,25.7435,0.0893
Europe,Finland,Helsinki,60.169857,24.938379,5,60.19002,24.97194,2.9104,25.7435,0.1131
Europe,Finland,Helsinki,60.169857,24.938379,6,60.18136,24.98417,2.837,25.7435,0.1102
Europe,Finland,Helsinki,60.169857,24.938379,7,60.1866,24.99665,3.7214,25.7435,0.1446
Europe,Finland,Helsinki,60.169857,24.938379,8,60.18982,25.00249,4.1826,25.7435,0.1625
Europe,Finland,Helsinki,60.169857,24.938379,9,60.19151,25.01894,5.0636,25.7435,0.1967
Europe,Finland,Helsinki,60.169857,24.938379,10,60.19631999999999,25.03172,5.9407,25.7435,0.2308
Europe,Finland,Helsinki,60.169857,24.938379,11,60.20483,25.0416,6.9054,25.7435,0.2682
Europe,Finland,Helsinki,60.169857,24.938379,12,60.20755,25.05377,7.6326,25.7435,0.2965
Europe,Finland,Helsinki,60.169857,24.938379,13,60.20881,25.06465,8.2148,25.7435,0.3191
Europe,Finland,Helsinki,60.169857,24.938379,14,60.209680000000006,25.07354,8.6851,25.7435,0.3374
Europe,Finland,Helsinki,60.169857,24.938379,15,60.21414,25.08389,9.4306,25.7435,0.3663
Europe,Finland,Helsinki,60.169857,24.938379,16,60.21572,25.09698,10.1418,25.7435,0.394
Europe,Finland,Helsinki,60.169857,24.938379,17,60.22581,25.11779,11.7055,25.7435,0.4547
Europe,Finland,Helsinki,60.169857,24.938379,18,60.23066,25.12694,12.4212,25.7435,0.4825
Europe,Finland,Helsinki,60.169857,24.938379,19,60.23713000000001,25.13589,13.231,25.7435,0.514
Europe,Finland,Helsinki,60.169857,24.938379,20,60.2438135,25.1417985,13.9262,25.7435,0.541
Europe,Finland,Helsinki,60.169857,24.938379,21,60.2462179,25.1515229,14.5176,25.7435,0.5639
Europe,Finland,Helsinki,60.169857,24.938379,22,60.2498598,25.1636401,15.2971,25.7435,0.5942
Europe,Finland,Helsinki,60.169857,24.938379,23,60.2509342,25.173585,15.8149,25.7435,0.6143
Europe,Finland,Helsinki,60.169857,24.938379,24,60.2534828,25.1832772,16.4161,25.7435,0.6377
Europe,Finland,Helsinki,60.169857,24.938379,25,60.2596444,25.206989899999996,17.8834,25.7435,0.6947
Europe,Finland,Helsinki,60.169857,24.938379,26,60.2602856,25.219299300000003,18.4899,25.7435,0.7182
Europe,Finland,Helsinki,60.169857,24.938379,27,60.2617446,25.2344829,19.284300000000002,25.7435,0.7491
Europe,Finland,Helsinki,60.169857,24.938379,28,60.2620355,25.2485612,19.9646,25.7435,0.7755
Europe,Finland,Helsinki,60.169857,24.938379,29,60.26317120000001,25.2594332,20.5454,25.7435,0.7981
Europe,Finland,Helsinki,60.169857,24.938379,30,60.2671343,25.276315,21.572,25.7435,0.838
Europe,Finland,Helsinki,60.169857,24.938379,31,60.270089,25.2849587,22.1491,25.7435,0.8604
Europe,Finland,Helsinki,60.169857,24.938379,32,60.274258999999994,25.288346399999998,22.5451,25.7435,0.8758
Europe,Finland,Helsinki,60.169857,24.938379,33,60.2789065,25.2878884,22.7929,25.7435,0.8854
Europe,Finland,Helsinki,60.169857,24.938379,34,60.28479670000001,25.296623,23.5502,25.7435,0.9148
Europe,Finland,Helsinki,60.169857,24.938379,35,60.2883946,25.3003238,23.939,25.7435,0.9299
Europe,Finland,Helsinki,60.169857,24.938379,36,60.289254500000006,25.3050738,24.2105,25.7435,0.9405
Europe,Finland,Helsinki,60.169857,24.938379,37,60.29322629999999,25.3107015,24.7122,25.7435,0.9599
Europe,Finland,Helsinki,60.169857,24.938379,38,60.298487300000005,25.3219508,25.5525,25.7435,0.9926
Europe,Finland,Helsinki,60.169857,24.938379,39,60.298167799999995,25.3265464,25.7435,25.7435,1
Europe,Finland,Helsinki,60.169857,24.938379,40,60.295611,25.3190017,25.24,25.7435,0.9804
