Country,City,City_Latitude,City_Longitude,Site_Latitude,Site_Longitude,Distance,Maximum_Distance,Standardized_Distance
UK,Reading,51.45504,-0.96909,51.45431,-0.97286,0.2735,9.2402,0.0296
UK,Reading,51.45504,-0.96909,51.45806,-0.97204,0.3931,9.2402,0.0425
UK,Reading,51.45504,-0.96909,51.45671,-0.96916,0.1858,9.2402,0.0201
UK,Reading,51.45504,-0.96909,51.45726,-0.96598,0.3277,9.2402,0.0355
UK,Reading,51.45504,-0.96909,51.45578,-0.96473,0.3131,9.2402,0.0339
UK,Reading,51.45504,-0.96909,51.45363,-0.96563,0.2865,9.2402,0.031
UK,Reading,51.45504,-0.96909,51.4511,-0.96357,0.5816,9.2402,0.0629
UK,Reading,51.45504,-0.96909,51.44835,-0.96104,0.9298,9.2402,0.1006
UK,Reading,51.45504,-0.96909,51.4463,-0.95905,1.1952,9.2402,0.1293
UK,Reading,51.45504,-0.96909,51.44427,-0.95729,1.4501,9.2402,0.1569
UK,Reading,51.45504,-0.96909,51.44237,-0.95604,1.6741,9.2402,0.1812
UK,Reading,51.45504,-0.96909,51.44035,-0.9537,1.9508,9.2402,0.2111
UK,Reading,51.45504,-0.96909,51.43888,-0.9519,2.1559,9.2402,0.2333
UK,Reading,51.45504,-0.96909,51.43686,-0.95014,2.4107,9.2402,0.2609
UK,Reading,51.45504,-0.96909,51.43508,-0.94838,2.6431,9.2402,0.286
UK,Reading,51.45504,-0.96909,51.43326,-0.94658,2.8808,9.2402,0.3118
UK,Reading,51.45504,-0.96909,51.43153,-0.94495,3.1037,9.2402,0.3359
UK,Reading,51.45504,-0.96909,51.42965,-0.94331,3.3411,9.2402,0.3616
UK,Reading,51.45504,-0.96909,51.42784,-0.94112,3.5925,9.2402,0.3888
UK,Reading,51.45504,-0.96909,51.42586,-0.93915,3.8515,9.2402,0.4168
UK,Reading,51.45504,-0.96909,51.424040000000005,-0.93747,4.0848,9.2402,0.4421
UK,Reading,51.45504,-0.96909,51.42246,-0.93594,4.29,9.2402,0.4643
UK,Reading,51.45504,-0.96909,51.42096,-0.93453,4.4832,9.2402,0.4852
UK,Reading,51.45504,-0.96909,51.41963,-0.93257,4.6809,9.2402,0.5066
UK,Reading,51.45504,-0.96909,51.418009999999995,-0.93347,4.8011,9.2402,0.5196
UK,Reading,51.45504,-0.96909,51.41609,-0.93345,4.9861,9.2402,0.5396
UK,Reading,51.45504,-0.96909,51.41414,-0.93248,5.208,9.2402,0.5636
UK,Reading,51.45504,-0.96909,51.41169,-0.93184,5.4684,9.2402,0.5918
UK,Reading,51.45504,-0.96909,51.40974,-0.92937,5.7406,9.2402,0.6213
UK,Reading,51.45504,-0.96909,51.40842,-0.92544,6.0025,9.2402,0.6496
UK,Reading,51.45504,-0.96909,51.40632,-0.9231,6.286,9.2402,0.6803
UK,Reading,51.45504,-0.96909,51.40422,-0.92087,6.5657,9.2402,0.7106
UK,Reading,51.45504,-0.96909,51.403220000000005,-0.91705,6.7984,9.2402,0.7357
UK,Reading,51.45504,-0.96909,51.40073,-0.91581,7.0792,9.2402,0.7661
UK,Reading,51.45504,-0.96909,51.399359999999994,-0.91143,7.3698,9.2402,0.7976
UK,Reading,51.45504,-0.96909,51.3981,-0.90894,7.5815,9.2402,0.8205
UK,Reading,51.45504,-0.96909,51.39591,-0.91057,7.7261,9.2402,0.8361
UK,Reading,51.45504,-0.96909,51.39294,-0.90508,8.2085,9.2402,0.8883
UK,Reading,51.45504,-0.96909,51.39121,-0.90351,8.4292,9.2402,0.9122
UK,Reading,51.45504,-0.96909,51.38933,-0.90401,8.5878,9.2402,0.9294
UK,Reading,51.45504,-0.96909,51.38728,-0.90581,8.7191,9.2402,0.9436
UK,Reading,51.45504,-0.96909,51.3855,-0.90768,8.8275,9.2402,0.9553
UK,Reading,51.45504,-0.96909,51.381159999999994,-0.90809,9.2402,9.2402,1
