Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
Europe,Sweden,Linkoping,58.411801,15.621772,1,58.413658,15.616335,0.378,11.6111,0.0326
Europe,Sweden,Linkoping,58.411801,15.621772,2,58.411235999999995,15.618844,0.1817,11.6111,0.0156
Europe,Sweden,Linkoping,58.411801,15.621772,3,58.40750500000001,15.620525,0.4832,11.6111,0.0416
Europe,Sweden,Linkoping,58.411801,15.621772,4,58.404552,15.621644,0.8061,11.6111,0.0694
Europe,Sweden,Linkoping,58.411801,15.621772,5,58.403743000000006,15.626642000000002,0.9398,11.6111,0.0809
Europe,Sweden,Linkoping,58.411801,15.621772,6,58.401748,15.629084,1.1962,11.6111,0.103
Europe,Sweden,Linkoping,58.411801,15.621772,7,58.403349,15.631108,1.0858,11.6111,0.0935
Europe,Sweden,Linkoping,58.411801,15.621772,8,58.402564,15.633060999999998,1.2196,11.6111,0.105
Europe,Sweden,Linkoping,58.411801,15.621772,9,58.397789,15.636027,1.7656,11.6111,0.1521
Europe,Sweden,Linkoping,58.411801,15.621772,10,58.396570999999994,15.639673000000002,1.9888,11.6111,0.1713
Europe,Sweden,Linkoping,58.411801,15.621772,11,58.39475,15.639335,2.1545,11.6111,0.1856
Europe,Sweden,Linkoping,58.411801,15.621772,12,58.392506,15.642116,2.4511,11.6111,0.2111
Europe,Sweden,Linkoping,58.411801,15.621772,13,58.389920999999994,15.6431,2.7319,11.6111,0.2353
Europe,Sweden,Linkoping,58.411801,15.621772,14,58.387453,15.645378,3.0367,11.6111,0.2615
Europe,Sweden,Linkoping,58.411801,15.621772,15,58.385537,15.64853,3.3105,11.6111,0.2851
Europe,Sweden,Linkoping,58.411801,15.621772,16,58.382462,15.651321,3.6888,11.6111,0.3177
Europe,Sweden,Linkoping,58.411801,15.621772,17,58.381264,15.653803,3.8747,11.6111,0.3337
Europe,Sweden,Linkoping,58.411801,15.621772,18,58.38031899999999,15.658678,4.1084,11.6111,0.3538
Europe,Sweden,Linkoping,58.411801,15.621772,19,58.379001,15.660963,4.3032,11.6111,0.3706
Europe,Sweden,Linkoping,58.411801,15.621772,20,58.377902,15.666959,4.598,11.6111,0.396
Europe,Sweden,Linkoping,58.411801,15.621772,21,58.375592000000005,15.668364000000002,4.8562,11.6111,0.4182
Europe,Sweden,Linkoping,58.411801,15.621772,22,58.373774,15.67128,5.1189,11.6111,0.4409
Europe,Sweden,Linkoping,58.411801,15.621772,23,58.372457999999995,15.679023,5.5018,11.6111,0.4738
Europe,Sweden,Linkoping,58.411801,15.621772,24,58.370405000000005,15.682149,5.7939,11.6111,0.499
Europe,Sweden,Linkoping,58.411801,15.621772,25,58.369101,15.684616,5.9965,11.6111,0.5164
Europe,Sweden,Linkoping,58.411801,15.621772,26,58.367574,15.693139000000002,6.4409,11.6111,0.5547
Europe,Sweden,Linkoping,58.411801,15.621772,27,58.36565600000001,15.695353,6.6873,11.6111,0.5759
Europe,Sweden,Linkoping,58.411801,15.621772,28,58.363778,15.697598,6.9316,11.6111,0.597
Europe,Sweden,Linkoping,58.411801,15.621772,29,58.362571,15.69903,7.0883,11.6111,0.6105
Europe,Sweden,Linkoping,58.411801,15.621772,30,58.360787,15.701362,7.3279,11.6111,0.6311
Europe,Sweden,Linkoping,58.411801,15.621772,31,58.359508,15.697051,7.2845,11.6111,0.6274
Europe,Sweden,Linkoping,58.411801,15.621772,32,58.357888,15.696096,7.3964,11.6111,0.637
Europe,Sweden,Linkoping,58.411801,15.621772,33,58.356002,15.697404,7.6114,11.6111,0.6555
Europe,Sweden,Linkoping,58.411801,15.621772,34,58.35463000000001,15.699666,7.8122,11.6111,0.6728
Europe,Sweden,Linkoping,58.411801,15.621772,35,58.352059999999994,15.702404,8.1377,11.6111,0.7009
Europe,Sweden,Linkoping,58.411801,15.621772,36,58.348932999999995,15.706989000000002,8.576,11.6111,0.7386
Europe,Sweden,Linkoping,58.411801,15.621772,37,58.347248,15.708510999999998,8.7803,11.6111,0.7562
Europe,Sweden,Linkoping,58.411801,15.621772,38,58.341640000000005,15.71239,9.4222,11.6111,0.8115
Europe,Sweden,Linkoping,58.411801,15.621772,39,58.337948,15.716572,9.899,11.6111,0.8525
Europe,Sweden,Linkoping,58.411801,15.621772,40,58.333707999999994,15.713285,10.192,11.6111,0.8778
Europe,Sweden,Linkoping,58.411801,15.621772,41,58.331357,15.714806,10.4615,11.6111,0.901
Europe,Sweden,Linkoping,58.411801,15.621772,42,58.329092,15.713259,10.6322,11.6111,0.9157
Europe,Sweden,Linkoping,58.411801,15.621772,43,58.327822,15.714248,10.7833,11.6111,0.9287
Europe,Sweden,Linkoping,58.411801,15.621772,44,58.320457,15.71824,11.6111,11.6111,1
