Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
Europe,UK,Cambridge,52.205338,0.121817,1,52.181806,0.159917,3.6866,9.0644,0.4067
Europe,UK,Cambridge,52.205338,0.121817,2,52.139889,0.201056,9.0644,9.0644,1
Europe,UK,Cambridge,52.205338,0.121817,3,52.144694,0.1965,8.4503,9.0644,0.9323
Europe,UK,Cambridge,52.205338,0.121817,4,52.147306,0.199139,8.333,9.0644,0.9193
Europe,UK,Cambridge,52.205338,0.121817,5,52.150083,0.202028,8.2257,9.0644,0.9075
Europe,UK,Cambridge,52.205338,0.121817,6,52.149056,0.194194,7.9701,9.0644,0.8793
Europe,UK,Cambridge,52.205338,0.121817,7,52.158306,0.182333,6.6614,9.0644,0.7349
Europe,UK,Cambridge,52.205338,0.121817,8,52.157,0.184472,6.8658,9.0644,0.7574
Europe,UK,Cambridge,52.205338,0.121817,9,52.16025,0.174083,6.1509,9.0644,0.6786
Europe,UK,Cambridge,52.205338,0.121817,10,52.168444,0.158583,4.8075,9.0644,0.5304
Europe,UK,Cambridge,52.205338,0.121817,11,52.170056,0.16025,4.7176,9.0644,0.5205
Europe,UK,Cambridge,52.205338,0.121817,12,52.171278,0.152056,4.312,9.0644,0.4757
Europe,UK,Cambridge,52.205338,0.121817,13,52.173583,0.149194,3.9938,9.0644,0.4406
Europe,UK,Cambridge,52.205338,0.121817,14,52.175472,0.147556,3.7559,9.0644,0.4144
Europe,UK,Cambridge,52.205338,0.121817,15,52.177556,0.151222,3.6825,9.0644,0.4063
Europe,UK,Cambridge,52.205338,0.121817,16,52.182194,0.152667,3.3233,9.0644,0.3666
Europe,UK,Cambridge,52.205338,0.121817,17,52.201944,0.126111,0.4776,9.0644,0.0527
Europe,UK,Cambridge,52.205338,0.121817,18,52.202528,0.130167,0.6492,9.0644,0.0716
Europe,UK,Cambridge,52.205338,0.121817,19,52.197111,0.12775,1.0002,9.0644,0.1103
Europe,UK,Cambridge,52.205338,0.121817,20,52.196694,0.122722,0.9631,9.0644,0.1063
Europe,UK,Cambridge,52.205338,0.121817,21,52.194426,0.12398900000000002,1.2224,9.0644,0.1349
Europe,UK,Cambridge,52.205338,0.121817,22,52.193833000000005,0.122556,1.2803,9.0644,0.1412
Europe,UK,Cambridge,52.205338,0.121817,23,52.160278000000005,0.183056,6.522,9.0644,0.7195
Europe,UK,Cambridge,52.205338,0.121817,24,52.157278000000005,0.17325,6.3919,9.0644,0.7052
Europe,UK,Cambridge,52.205338,0.121817,25,52.165721999999995,0.161028,5.1527,9.0644,0.5685
Europe,UK,Cambridge,52.205338,0.121817,26,52.161833,0.158028,5.4311,9.0644,0.5992
Europe,UK,Cambridge,52.205338,0.121817,27,52.184611,0.133556,2.4397,9.0644,0.2692
Europe,UK,Cambridge,52.205338,0.121817,28,52.186056,0.137194,2.3865,9.0644,0.2633
Europe,UK,Cambridge,52.205338,0.121817,29,52.186833,0.128722,2.1108,9.0644,0.2329
Europe,UK,Cambridge,52.205338,0.121817,30,52.194044,0.1303124,1.3829,9.0644,0.1526
Europe,UK,Cambridge,52.205338,0.121817,31,52.193194,0.145485,2.1037,9.0644,0.2321
Europe,UK,Cambridge,52.205338,0.121817,32,52.193733,0.140811,1.8278,9.0644,0.2016
Europe,UK,Cambridge,52.205338,0.121817,33,52.197990999999995,0.156521,2.5022,9.0644,0.276
Europe,UK,Cambridge,52.205338,0.121817,34,52.18749,0.165707,3.5899,9.0644,0.396
Europe,UK,Cambridge,52.205338,0.121817,35,52.204239,0.13759200000000002,1.0819,9.0644,0.1194
Europe,UK,Cambridge,52.205338,0.121817,36,52.201817,0.13788,1.1625,9.0644,0.1282
Europe,UK,Cambridge,52.205338,0.121817,37,52.205085,0.125396,0.2455,9.0644,0.0271
Europe,UK,Cambridge,52.205338,0.121817,38,52.20633,0.129044,0.5047,9.0644,0.0557
Europe,UK,Cambridge,52.205338,0.121817,39,52.209536,0.12829000000000002,0.6422,9.0644,0.0708
Europe,UK,Cambridge,52.205338,0.121817,40,52.212435,0.123515,0.7976,9.0644,0.088
