Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
Oceania,Australia,Canberra,-35.308275,149.124322,1,-35.31041,149.12485,0.2422,10.1782,0.0238
Oceania,Australia,Canberra,-35.308275,149.124322,2,-35.31118,149.12993,0.6027,10.1782,0.0592
Oceania,Australia,Canberra,-35.308275,149.124322,3,-35.31301,149.12906999999998,0.6803,10.1782,0.0668
Oceania,Australia,Canberra,-35.308275,149.124322,4,-35.31265,149.13138,0.8042,10.1782,0.079
Oceania,Australia,Canberra,-35.308275,149.124322,5,-35.314009999999996,149.13092,0.8747,10.1782,0.0859
Oceania,Australia,Canberra,-35.308275,149.124322,6,-35.31499,149.13222,1.0349,10.1782,0.1017
Oceania,Australia,Canberra,-35.308275,149.124322,7,-35.31649,149.13158,1.1261,10.1782,0.1106
Oceania,Australia,Canberra,-35.308275,149.124322,8,-35.31785,149.13109,1.2291,10.1782,0.1208
Oceania,Australia,Canberra,-35.308275,149.124322,9,-35.32107,149.13515,1.729,10.1782,0.1699
Oceania,Australia,Canberra,-35.308275,149.124322,10,-35.32233,149.13538,1.8572,10.1782,0.1825
Oceania,Australia,Canberra,-35.308275,149.124322,11,-35.3251,149.13358,2.0508,10.1782,0.2015
Oceania,Australia,Canberra,-35.308275,149.124322,12,-35.327459999999995,149.13533,2.3555,10.1782,0.2314
Oceania,Australia,Canberra,-35.308275,149.124322,13,-35.32942,149.13666,2.6041,10.1782,0.2559
Oceania,Australia,Canberra,-35.308275,149.124322,14,-35.331540000000004,149.1386,2.8932,10.1782,0.2843
Oceania,Australia,Canberra,-35.308275,149.124322,15,-35.33368,149.1403,3.1751,10.1782,0.312
Oceania,Australia,Canberra,-35.308275,149.124322,16,-35.334579999999995,149.1434,3.3987,10.1782,0.3339
Oceania,Australia,Canberra,-35.308275,149.124322,17,-35.33405,149.14578,3.4647,10.1782,0.3404
Oceania,Australia,Canberra,-35.308275,149.124322,18,-35.33571,149.14777,3.7191,10.1782,0.3654
Oceania,Australia,Canberra,-35.308275,149.124322,19,-35.337140000000005,149.14879,3.9025,10.1782,0.3834
Oceania,Australia,Canberra,-35.308275,149.124322,20,-35.33967,149.15062,4.2284,10.1782,0.4154
Oceania,Australia,Canberra,-35.308275,149.124322,21,-35.34129,149.1524,4.4683,10.1782,0.439
Oceania,Australia,Canberra,-35.308275,149.124322,22,-35.343090000000004,149.15708999999998,4.881,10.1782,0.4796
Oceania,Australia,Canberra,-35.308275,149.124322,23,-35.34267,149.15939,4.9748,10.1782,0.4888
Oceania,Australia,Canberra,-35.308275,149.124322,24,-35.34384,149.16284,5.2773,10.1782,0.5185
Oceania,Australia,Canberra,-35.308275,149.124322,25,-35.346109999999996,149.16298999999998,5.4777,10.1782,0.5382
Oceania,Australia,Canberra,-35.308275,149.124322,26,-35.34987,149.16006000000002,5.6483,10.1782,0.5549
Oceania,Australia,Canberra,-35.308275,149.124322,27,-35.34933,149.16396,5.8112,10.1782,0.5709
Oceania,Australia,Canberra,-35.308275,149.124322,28,-35.352109999999996,149.16467,6.0955,10.1782,0.5989
Oceania,Australia,Canberra,-35.308275,149.124322,29,-35.356590000000004,149.16603,6.5709,10.1782,0.6456
Oceania,Australia,Canberra,-35.308275,149.124322,30,-35.35902,149.16641,6.8129,10.1782,0.6694
Oceania,Australia,Canberra,-35.308275,149.124322,31,-35.3617,149.16696000000002,7.0887,10.1782,0.6965
Oceania,Australia,Canberra,-35.308275,149.124322,32,-35.36799,149.16743,7.7058,10.1782,0.7571
Oceania,Australia,Canberra,-35.308275,149.124322,33,-35.37851,149.17047,8.8607,10.1782,0.8706
Oceania,Australia,Canberra,-35.308275,149.124322,34,-35.37976,149.17206000000002,9.0516,10.1782,0.8893
Oceania,Australia,Canberra,-35.308275,149.124322,35,-35.38449,149.17523,9.6509,10.1782,0.9482
Oceania,Australia,Canberra,-35.308275,149.124322,36,-35.38709,149.17248999999998,9.7923,10.1782,0.9621
Oceania,Australia,Canberra,-35.308275,149.124322,37,-35.38838,149.17068,9.8497,10.1782,0.9677
Oceania,Australia,Canberra,-35.308275,149.124322,38,-35.38845,149.17426,9.9996,10.1782,0.9825
Oceania,Australia,Canberra,-35.308275,149.124322,39,-35.3921,149.16565,10.0463,10.1782,0.987
Oceania,Australia,Canberra,-35.308275,149.124322,40,-35.39564,149.15781,10.1782,10.1782,1
