Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,USA,Portland_ME,43.656679,-70.253452,1,43.65354,-70.26162,0.7441,13.6547,0.0545
North America,USA,Portland_ME,43.656679,-70.253452,2,43.65452,-70.26581,1.0228,13.6547,0.0749
North America,USA,Portland_ME,43.656679,-70.253452,3,43.65846,-70.26772,1.1648,13.6547,0.0853
North America,USA,Portland_ME,43.656679,-70.253452,4,43.66398,-70.26599,1.2947,13.6547,0.0948
North America,USA,Portland_ME,43.656679,-70.253452,5,43.66637,-70.27391,1.9671,13.6547,0.1441
North America,USA,Portland_ME,43.656679,-70.253452,6,43.67095,-70.27833,2.554,13.6547,0.187
North America,USA,Portland_ME,43.656679,-70.253452,7,43.6768,-70.2876,3.5426,13.6547,0.2594
North America,USA,Portland_ME,43.656679,-70.253452,8,43.68327,-70.29422,4.4152,13.6547,0.3233
North America,USA,Portland_ME,43.656679,-70.253452,9,43.69208,-70.29145,4.9834,13.6547,0.365
North America,USA,Portland_ME,43.656679,-70.253452,10,43.70292,-70.28154,5.616,13.6547,0.4113
North America,USA,Portland_ME,43.656679,-70.253452,11,43.7174,-70.26448,6.8098,13.6547,0.4987
North America,USA,Portland_ME,43.656679,-70.253452,12,43.7253,-70.25852,7.6412,13.6547,0.5596
North America,USA,Portland_ME,43.656679,-70.253452,13,43.7273,-70.25393,7.8528,13.6547,0.5751
North America,USA,Portland_ME,43.656679,-70.253452,14,43.72941,-70.24757,8.1011,13.6547,0.5933
North America,USA,Portland_ME,43.656679,-70.253452,15,43.72928,-70.24166,8.1283,13.6547,0.5953
North America,USA,Portland_ME,43.656679,-70.253452,16,43.73295,-70.23774,8.5745,13.6547,0.628
North America,USA,Portland_ME,43.656679,-70.253452,17,43.7422,-70.22608,9.7608,13.6547,0.7148
North America,USA,Portland_ME,43.656679,-70.253452,18,43.66274,-70.27203,1.6394,13.6547,0.1201
North America,USA,Portland_ME,43.656679,-70.253452,19,43.66645,-70.28087,2.4586,13.6547,0.1801
North America,USA,Portland_ME,43.656679,-70.253452,20,43.6707,-70.29689,3.8262,13.6547,0.2802
North America,USA,Portland_ME,43.656679,-70.253452,21,43.6738,-70.28428,3.1262,13.6547,0.2289
North America,USA,Portland_ME,43.656679,-70.253452,22,43.67788,-70.29485,4.0799,13.6547,0.2988
North America,USA,Portland_ME,43.656679,-70.253452,23,43.68093,-70.29456,4.2666,13.6547,0.3125
North America,USA,Portland_ME,43.656679,-70.253452,24,43.68569,-70.29369,4.5695,13.6547,0.3346
North America,USA,Portland_ME,43.656679,-70.253452,25,43.68951,-70.29211,4.7952,13.6547,0.3512
North America,USA,Portland_ME,43.656679,-70.253452,26,43.69752,-70.29514,5.6448,13.6547,0.4134
North America,USA,Portland_ME,43.656679,-70.253452,27,43.6974,-70.28591,5.2265,13.6547,0.3828
North America,USA,Portland_ME,43.656679,-70.253452,28,43.70153,-70.28481,5.5885,13.6547,0.4093
North America,USA,Portland_ME,43.656679,-70.253452,29,43.70654,-70.28873,6.2279,13.6547,0.4561
North America,USA,Portland_ME,43.656679,-70.253452,30,43.70845,-70.28557,6.3095,13.6547,0.4621
North America,USA,Portland_ME,43.656679,-70.253452,31,43.71247,-70.27295,6.3987,13.6547,0.4686
North America,USA,Portland_ME,43.656679,-70.253452,32,43.71317,-70.2654,6.3546,13.6547,0.4654
North America,USA,Portland_ME,43.656679,-70.253452,33,43.72612,-70.24798,7.734,13.6547,0.5664
North America,USA,Portland_ME,43.656679,-70.253452,34,43.74063,-70.22123,9.6877,13.6547,0.7095
North America,USA,Portland_ME,43.656679,-70.253452,35,43.74303,-70.2181,10.0136,13.6547,0.7333
North America,USA,Portland_ME,43.656679,-70.253452,36,43.74673,-70.21295,10.5293,13.6547,0.7711
North America,USA,Portland_ME,43.656679,-70.253452,37,43.75039,-70.21483,10.8729,13.6547,0.7963
North America,USA,Portland_ME,43.656679,-70.253452,38,43.75432,-70.20968,11.4131,13.6547,0.8358
North America,USA,Portland_ME,43.656679,-70.253452,39,43.75791,-70.20811,11.8317,13.6547,0.8665
North America,USA,Portland_ME,43.656679,-70.253452,40,43.77398,-70.20318,13.6547,13.6547,1
