Country,City,City_Latitude,City_Longitude,Site_Latitude,Site_Longitude,Distance,Maximum_Distance,Standardized_Distance
Canada,Sudbury,46.492095,-80.993641,46.4065,-80.9925,9.5181,9.5181,1
Canada,Sudbury,46.492095,-80.993641,46.4205,-81.0097,8.0555,9.5181,0.8463
Canada,Sudbury,46.492095,-80.993641,46.4248,-81.0105,7.5935,9.5181,0.7978
Canada,Sudbury,46.492095,-80.993641,46.428999999999995,-81.0095,7.1202,9.5181,0.7481
Canada,Sudbury,46.492095,-80.993641,46.4396,-81.0046,5.8972,9.5181,0.6196
Canada,Sudbury,46.492095,-80.993641,46.4456,-81.0056,5.2505,9.5181,0.5516
Canada,Sudbury,46.492095,-80.993641,46.4509,-81.0027,4.6329,9.5181,0.4867
Canada,Sudbury,46.492095,-80.993641,46.457,-81.0008,3.9407,9.5181,0.414
Canada,Sudbury,46.492095,-80.993641,46.4618,-81.0001,3.4048,9.5181,0.3577
Canada,Sudbury,46.492095,-80.993641,46.4665,-80.9983,2.8683,9.5181,0.3014
Canada,Sudbury,46.492095,-80.993641,46.4761,-80.9943,1.7793,9.5181,0.1869
Canada,Sudbury,46.492095,-80.993641,46.4804,-80.9895,1.3385,9.5181,0.1406
Canada,Sudbury,46.492095,-80.993641,46.4832,-80.98899999999999,1.051,9.5181,0.1104
Canada,Sudbury,46.492095,-80.993641,46.4893,-80.9889,0.4778,9.5181,0.0502
Canada,Sudbury,46.492095,-80.993641,46.4917,-80.9896,0.3125,9.5181,0.0328
Canada,Sudbury,46.492095,-80.993641,46.4942,-80.9902,0.3524,9.5181,0.037
Canada,Sudbury,46.492095,-80.993641,46.4989,-80.987,0.9116,9.5181,0.0958
Canada,Sudbury,46.492095,-80.993641,46.5027,-80.9866,1.2965,9.5181,0.1362
Canada,Sudbury,46.492095,-80.993641,46.5065,-80.9871,1.6782,9.5181,0.1763
Canada,Sudbury,46.492095,-80.993641,46.5106,-80.9863,2.133,9.5181,0.2241
