Country,City,City_Latitude,City_Longitude,Site_Latitude,Site_Longitude,Distance,Maximum_Distance,Standardized_Distance
China,Wuhan,30.600917,114.295922,30.48,114.3077778,13.4932,31.0018,0.4352
China,Wuhan,30.600917,114.295922,30.48,114.3236111,13.7044,31.0018,0.4421
China,Wuhan,30.600917,114.295922,30.4825,114.3413889,13.8686,31.0018,0.4473
China,Wuhan,30.600917,114.295922,30.482777799999997,114.35,14.1205,31.0018,0.4555
China,Wuhan,30.600917,114.295922,30.4822222,114.3541667,14.3286,31.0018,0.4622
China,Wuhan,30.600917,114.295922,30.4822222,114.3588889,14.5106,31.0018,0.4681
China,Wuhan,30.600917,114.295922,30.4833333,114.3633333,14.5817,31.0018,0.4704
China,Wuhan,30.600917,114.295922,30.4833333,114.37194440000002,14.9651,31.0018,0.4827
China,Wuhan,30.600917,114.295922,30.4805556,114.4111111,17.344,31.0018,0.5595
China,Wuhan,30.600917,114.295922,30.4797222,114.42333329999998,18.1796,31.0018,0.5864
China,Wuhan,30.600917,114.295922,30.478055600000005,114.4938889,23.3686,31.0018,0.7538
China,Wuhan,30.600917,114.295922,30.4786111,114.4988889,23.7232,31.0018,0.7652
China,Wuhan,30.600917,114.295922,30.4786111,114.50305559999998,24.0513,31.0018,0.7758
China,Wuhan,30.600917,114.295922,30.4786111,114.5069444,24.3594,31.0018,0.7857
China,Wuhan,30.600917,114.295922,30.4786111,114.5225,25.6088,31.0018,0.826
China,Wuhan,30.600917,114.295922,30.4786111,114.52694440000002,25.9705,31.0018,0.8377
China,Wuhan,30.600917,114.295922,30.478055600000005,114.5311111,26.3433,31.0018,0.8497
China,Wuhan,30.600917,114.295922,30.4786111,114.53333329999998,26.4937,31.0018,0.8546
China,Wuhan,30.600917,114.295922,30.4786111,114.5363889,26.7452,31.0018,0.8627
China,Wuhan,30.600917,114.295922,30.4786111,114.5411111,27.1356,31.0018,0.8753
China,Wuhan,30.600917,114.295922,30.4783333,114.54583329999998,27.5432,31.0018,0.8884
China,Wuhan,30.600917,114.295922,30.4783333,114.56166670000002,28.8706,31.0018,0.9313
China,Wuhan,30.600917,114.295922,30.4783333,114.56555559999998,29.1995,31.0018,0.9419
China,Wuhan,30.600917,114.295922,30.4783333,114.5866667,31.0018,31.0018,1
China,Wuhan,30.600917,114.295922,30.4786111,114.5797222,30.392,31.0018,0.9803
China,Wuhan,30.600917,114.295922,30.4786111,114.5747222,29.9646,31.0018,0.9665
China,Wuhan,30.600917,114.295922,30.4786111,114.5725,29.7751,31.0018,0.9604
China,Wuhan,30.600917,114.295922,30.4786111,114.5694444,29.5151,31.0018,0.952
China,Wuhan,30.600917,114.295922,30.4786111,114.5488889,27.7827,31.0018,0.8962
China,Wuhan,30.600917,114.295922,30.4788889,114.5244444,25.7505,31.0018,0.8306
China,Wuhan,30.600917,114.295922,30.4825,114.3611111,14.5724,31.0018,0.4701
China,Wuhan,30.600917,114.295922,30.481944399999996,114.35666670000002,14.4517,31.0018,0.4662
China,Wuhan,30.600917,114.295922,30.4825,114.3522222,14.2285,31.0018,0.459
China,Wuhan,30.600917,114.295922,30.482777799999997,114.3477778,14.0438,31.0018,0.453
China,Wuhan,30.600917,114.295922,30.482777799999997,114.34555559999998,13.97,31.0018,0.4506
China,Wuhan,30.600917,114.295922,30.4825,114.34333329999998,13.9282,31.0018,0.4493
China,Wuhan,30.600917,114.295922,30.4825,114.3386111,13.7874,31.0018,0.4447
China,Wuhan,30.600917,114.295922,30.4822222,114.3363889,13.7555,31.0018,0.4437
China,Wuhan,30.600917,114.295922,30.4822222,114.3338889,13.6899,31.0018,0.4416
China,Wuhan,30.600917,114.295922,30.4825,114.3327778,13.6322,31.0018,0.4397
China,Wuhan,30.600917,114.295922,30.481944399999996,114.3319444,13.6716,31.0018,0.441
