Country,City,City_Latitude,City_Longitude,Site_Latitude,Site_Longitude,Distance,Maximum_Distance,Standardized_Distance
USA,Boston,42.356666,-71.05574,41.9617745,-71.0676444,43.9209,43.9209,1
USA,Boston,42.356666,-71.05574,42.0481398,-71.0819286,34.3743,43.9209,0.7826
USA,Boston,42.356666,-71.05574,42.05979979999999,-71.08530440000001,33.0997,43.9209,0.7536
USA,Boston,42.356666,-71.05574,42.066956,-71.086773,32.3155,43.9209,0.7358
USA,Boston,42.356666,-71.05574,42.0759278,-71.08743940000001,31.3256,43.9209,0.7132
USA,Boston,42.356666,-71.05574,42.0838662,-71.0901015,30.4656,43.9209,0.6936
USA,Boston,42.356666,-71.05574,42.0941131,-71.0941297,29.3652,43.9209,0.6686
USA,Boston,42.356666,-71.05574,42.1066652,-71.0990796,28.0269,43.9209,0.6381
USA,Boston,42.356666,-71.05574,42.1150072,-71.09925159999999,27.1089,43.9209,0.6172
USA,Boston,42.356666,-71.05574,42.1245384,-71.1014515,26.0843,43.9209,0.5939
USA,Boston,42.356666,-71.05574,42.1337887,-71.1006504,25.057,43.9209,0.5705
USA,Boston,42.356666,-71.05574,41.970834100000005,-71.0675944,42.9137,43.9209,0.9771
USA,Boston,42.356666,-71.05574,42.1454938,-71.105707,23.8387,43.9209,0.5428
USA,Boston,42.356666,-71.05574,42.1547004,-71.1070398,22.851,43.9209,0.5203
USA,Boston,42.356666,-71.05574,42.1648821,-71.11018299999999,21.791,43.9209,0.4961
USA,Boston,42.356666,-71.05574,42.1768544,-71.10997440000001,20.4861,43.9209,0.4664
USA,Boston,42.356666,-71.05574,42.1862344,-71.1166715,19.6031,43.9209,0.4463
USA,Boston,42.356666,-71.05574,42.198213200000005,-71.1195373,18.3843,43.9209,0.4186
USA,Boston,42.356666,-71.05574,42.2080348,-71.1207806,17.3716,43.9209,0.3955
USA,Boston,42.356666,-71.05574,42.2183033,-71.1192186,16.2472,43.9209,0.3699
USA,Boston,42.356666,-71.05574,42.2364526,-71.10782040000001,14.0367,43.9209,0.3196
USA,Boston,42.356666,-71.05574,42.2457478,-71.0932333,12.7132,43.9209,0.2895
USA,Boston,42.356666,-71.05574,41.9780815,-71.0696593,42.1123,43.9209,0.9588
USA,Boston,42.356666,-71.05574,42.255379299999994,-71.0928365,11.6684,43.9209,0.2657
USA,Boston,42.356666,-71.05574,42.2654367,-71.09406740000001,10.6225,43.9209,0.2419
USA,Boston,42.356666,-71.05574,42.2742125,-71.09511459999999,9.7232,43.9209,0.2214
USA,Boston,42.356666,-71.05574,42.2828915,-71.0907112,8.6926,43.9209,0.1979
USA,Boston,42.356666,-71.05574,42.291050899999995,-71.0869129,7.7331,43.9209,0.1761
USA,Boston,42.356666,-71.05574,42.3007807,-71.0860376,6.6947,43.9209,0.1524
USA,Boston,42.356666,-71.05574,42.311648,-71.0798423,5.3836,43.9209,0.1226
USA,Boston,42.356666,-71.05574,42.3194031,-71.0718916,4.3509,43.9209,0.0991
USA,Boston,42.356666,-71.05574,42.3264356,-71.0699816,3.5594,43.9209,0.081
USA,Boston,42.356666,-71.05574,42.3341035,-71.0814285,3.2789,43.9209,0.0747
USA,Boston,42.356666,-71.05574,42.33896,-71.0727954,2.4168,43.9209,0.055
USA,Boston,42.356666,-71.05574,42.3436329,-71.06662159999999,1.7029,43.9209,0.0388
USA,Boston,42.356666,-71.05574,42.3537171,-71.0650448,0.8319,43.9209,0.0189
USA,Boston,42.356666,-71.05574,42.3617848,-71.0594393,0.6453,43.9209,0.0147
USA,Boston,42.356666,-71.05574,41.9865865,-71.07023259999998,41.1683,43.9209,0.9373
USA,Boston,42.356666,-71.05574,42.000142100000005,-71.066012,39.6527,43.9209,0.9028
USA,Boston,42.356666,-71.05574,42.006249,-71.066491,38.9747,43.9209,0.8874
USA,Boston,42.356666,-71.05574,42.0139483,-71.0663704,38.1185,43.9209,0.8679
USA,Boston,42.356666,-71.05574,42.0250134,-71.0659272,36.8876,43.9209,0.8399
USA,Boston,42.356666,-71.05574,42.0339524,-71.0734481,35.9138,43.9209,0.8177
USA,Boston,42.356666,-71.05574,42.040409999999994,-71.076877,35.2091,43.9209,0.8016
