Country,City,City_Latitude,City_Longitude,Site_Latitude,Site_Longitude,Distance,Maximum_Distance,Standardized_Distance
USA,Cleveland,41.499321,-81.694359,41.507303,-81.69535400000001,0.8914,45.0637,0.0198
USA,Cleveland,41.499321,-81.694359,41.497375,-81.689261,0.4765,45.0637,0.0106
USA,Cleveland,41.499321,-81.694359,41.499058000000005,-81.68092,1.1196,45.0637,0.0248
USA,Cleveland,41.499321,-81.694359,41.505819,-81.67719,1.602,45.0637,0.0355
USA,Cleveland,41.499321,-81.694359,41.501416999999996,-81.667019,2.2888,45.0637,0.0508
USA,Cleveland,41.499321,-81.694359,41.501584,-81.654977,3.2894,45.0637,0.073
USA,Cleveland,41.499321,-81.694359,41.501469,-81.645705,4.0589,45.0637,0.0901
USA,Cleveland,41.499321,-81.694359,41.501213,-81.634998,4.948,45.0637,0.1098
USA,Cleveland,41.499321,-81.694359,41.500976,-81.61407700000001,6.6884,45.0637,0.1484
USA,Cleveland,41.499321,-81.694359,41.49927,-81.60369200000001,7.5508,45.0637,0.1676
USA,Cleveland,41.499321,-81.694359,41.500653,-81.59176,8.5457,45.0637,0.1896
USA,Cleveland,41.499321,-81.694359,41.500309,-81.577958,9.6945,45.0637,0.2151
USA,Cleveland,41.499321,-81.694359,41.500757,-81.564164,10.8438,45.0637,0.2406
USA,Cleveland,41.499321,-81.694359,41.500936,-81.549246,12.0863,45.0637,0.2682
USA,Cleveland,41.499321,-81.694359,41.500927,-81.531367,13.5751,45.0637,0.3012
USA,Cleveland,41.499321,-81.694359,41.501103,-81.516846,14.7846,45.0637,0.3281
USA,Cleveland,41.499321,-81.694359,41.500338,-81.49500400000001,16.6027,45.0637,0.3684
USA,Cleveland,41.499321,-81.694359,41.499069,-81.476513,18.1425,45.0637,0.4026
USA,Cleveland,41.499321,-81.694359,41.500922,-81.46025,19.4974,45.0637,0.4327
USA,Cleveland,41.499321,-81.694359,41.501954,-81.443846,20.8646,45.0637,0.463
USA,Cleveland,41.499321,-81.694359,41.500859000000005,-81.430062,22.0113,45.0637,0.4884
USA,Cleveland,41.499321,-81.694359,41.500648,-81.413628,23.3798,45.0637,0.5188
USA,Cleveland,41.499321,-81.694359,41.489897,-81.40135500000001,24.4259,45.0637,0.542
USA,Cleveland,41.499321,-81.694359,41.490638,-81.38626500000001,25.6782,45.0637,0.5698
USA,Cleveland,41.499321,-81.694359,41.49042,-81.371086,26.9425,45.0637,0.5979
USA,Cleveland,41.499321,-81.694359,41.490174,-81.357096,28.108,45.0637,0.6237
USA,Cleveland,41.499321,-81.694359,41.490838,-81.34343199999999,29.2426,45.0637,0.6489
USA,Cleveland,41.499321,-81.694359,41.490734,-81.325614,30.7263,45.0637,0.6818
USA,Cleveland,41.499321,-81.694359,41.490408,-81.31326700000001,31.7553,45.0637,0.7047
USA,Cleveland,41.499321,-81.694359,41.488515,-81.30005799999999,32.8624,45.0637,0.7292
USA,Cleveland,41.499321,-81.694359,41.490178,-81.276714,34.7991,45.0637,0.7722
USA,Cleveland,41.499321,-81.694359,41.490074,-81.265466,35.7359,45.0637,0.793
USA,Cleveland,41.499321,-81.694359,41.489964,-81.251125,36.9302,45.0637,0.8195
USA,Cleveland,41.499321,-81.694359,41.501391,-81.242747,37.6107,45.0637,0.8346
USA,Cleveland,41.499321,-81.694359,41.497438,-81.227512,38.8805,45.0637,0.8628
USA,Cleveland,41.499321,-81.694359,41.493967,-81.213725,40.0337,45.0637,0.8884
USA,Cleveland,41.499321,-81.694359,41.494882,-81.199377,41.2269,45.0637,0.9149
USA,Cleveland,41.499321,-81.694359,41.495884999999994,-81.18538199999999,42.3909,45.0637,0.9407
USA,Cleveland,41.499321,-81.694359,41.498235,-81.172626,43.4509,45.0637,0.9642
USA,Cleveland,41.499321,-81.694359,41.496893,-81.153274,45.0637,45.0637,1
