UID,Country,City,GMIS_Mean
Tokyo.1,Japan,Tokyo,66.05597014925372
Tokyo.2,Japan,Tokyo,47.201492537313435
Tokyo.3,Japan,Tokyo,45.22222222222222
Tokyo.4,Japan,Tokyo,49.227106227106226
Tokyo.5,Japan,Tokyo,78.59176029962546
Tokyo.6,Japan,Tokyo,79.44890510948905
Tokyo.7,Japan,Tokyo,80.9375
Tokyo.8,Japan,Tokyo,53.65055762081784
Tokyo.9,Japan,Tokyo,72.97777777777777
Tokyo.10,Japan,Tokyo,10.376865671641792
Tokyo.11,Japan,Tokyo,66.39483394833948
Tokyo.12,Japan,Tokyo,64.49438202247191
Tokyo.13,Japan,Tokyo,40.507407407407406
Tokyo.14,Japan,Tokyo,36.37313432835821
Tokyo.15,Japan,Tokyo,31.981549815498155
Tokyo.16,Japan,Tokyo,56.87777777777778
Tokyo.17,Japan,Tokyo,0
Tokyo.18,Japan,Tokyo,0
Tokyo.19,Japan,Tokyo,1.5597014925373134
Tokyo.20,Japan,Tokyo,46.64312267657993
Tokyo.21,Japan,Tokyo,72.97777777777777
Tokyo.22,Japan,Tokyo,71.45054945054945
Tokyo.23,Japan,Tokyo,87.44322344322345
Tokyo.24,Japan,Tokyo,88.07720588235294
Tokyo.25,Japan,Tokyo,87.87037037037037
Tokyo.26,Japan,Tokyo,89.27037037037037
Tokyo.27,Japan,Tokyo,83.26119402985074
Tokyo.28,Japan,Tokyo,91.76865671641791
Tokyo.29,Japan,Tokyo,48.734545454545454
Tokyo.30,Japan,Tokyo,76.23636363636363
Tokyo.31,Japan,Tokyo,71.7925925925926
Tokyo.32,Japan,Tokyo,49.60223048327138
Tokyo.33,Japan,Tokyo,46.666666666666664
Tokyo.34,Japan,Tokyo,59.02238805970149
Tokyo.35,Japan,Tokyo,3.4432234432234434
Tokyo.36,Japan,Tokyo,70.1263940520446
Tokyo.37,Japan,Tokyo,35.565055762081784
Tokyo.38,Japan,Tokyo,71.49632352941177
Tokyo.39,Japan,Tokyo,66.57407407407408
Tokyo.40,Japan,Tokyo,52.75457875457875
Tokyo.41,Japan,Tokyo,39.27372262773723
Tokyo.42,Japan,Tokyo,80.03333333333333
Tokyo.43,Japan,Tokyo,82.831501831501825
Tokyo.44,Japan,Tokyo,75.74721189591078
Tokyo.45,Japan,Tokyo,80.19259259259259
Tokyo.46,Japan,Tokyo,40.2967032967033
Tokyo.47,Japan,Tokyo,73.68888888888888
Tokyo.48,Japan,Tokyo,73.12867647058823
Tokyo.49,Japan,Tokyo,87.07462686567165
Tokyo.50,Japan,Tokyo,69.7723880597015
