UID,Country,City,GMIS_Mean
Fredericton.1,Canada,Fredericton,64.1923076923077
Fredericton.2,Canada,Fredericton,65.70418006430869
Fredericton.3,Canada,Fredericton,78.30031948881789
Fredericton.4,Canada,Fredericton,59.1687898089172
Fredericton.5,Canada,Fredericton,73.02539682539683
Fredericton.6,Canada,Fredericton,54.66453674121406
Fredericton.7,Canada,Fredericton,52.30696202531646
Fredericton.8,Canada,Fredericton,30.641025641025642
Fredericton.9,Canada,Fredericton,23.064935064935064
Fredericton.10,Canada,Fredericton,9.39171974522293
Fredericton.11,Canada,Fredericton,7.359872611464968
Fredericton.12,Canada,Fredericton,5.942492012779553
Fredericton.13,Canada,Fredericton,24.774193548387096
Fredericton.14,Canada,Fredericton,11.035369774919614
Fredericton.15,Canada,Fredericton,22.43174603174603
Fredericton.16,Canada,Fredericton,17.936305732484076
Fredericton.17,Canada,Fredericton,19.35031847133758
Fredericton.18,Canada,Fredericton,13.980952380952381
Fredericton.19,Canada,Fredericton,5.079365079365079
Fredericton.20,Canada,Fredericton,4.067092651757188
Fredericton.21,Canada,Fredericton,2.8108974358974357
Fredericton.22,Canada,Fredericton,8.643312101910828
Fredericton.23,Canada,Fredericton,2.78343949044586
Fredericton.24,Canada,Fredericton,10.961538461538462
Fredericton.25,Canada,Fredericton,15.782747603833865
Fredericton.26,Canada,Fredericton,6.045454545454546
Fredericton.27,Canada,Fredericton,8.158064516129032
Fredericton.28,Canada,Fredericton,10.296178343949045
Fredericton.29,Canada,Fredericton,18.79299363057325
Fredericton.30,Canada,Fredericton,24.598101265822784
Fredericton.31,Canada,Fredericton,18.066666666666666
Fredericton.32,Canada,Fredericton,14.318471337579618
Fredericton.33,Canada,Fredericton,10.873015873015873
Fredericton.34,Canada,Fredericton,2.313099041533546
Fredericton.35,Canada,Fredericton,17.523809523809526
Fredericton.36,Canada,Fredericton,14.916932907348242
Fredericton.37,Canada,Fredericton,11.161812297734627
Fredericton.38,Canada,Fredericton,5.73015873015873
Fredericton.39,Canada,Fredericton,5.488958990536277
Fredericton.40,Canada,Fredericton,8.752380952380953
