UID,Country,City,GMIS_Mean
Canberra.1,Australia,Canberra,28.130597014925375
Canberra.2,Australia,Canberra,41.28996282527881
Canberra.3,Australia,Canberra,37.12222222222222
Canberra.4,Australia,Canberra,56.32706766917293
Canberra.5,Australia,Canberra,50.53383458646616
Canberra.6,Australia,Canberra,52.052434456928836
Canberra.7,Australia,Canberra,48.185873605947954
Canberra.8,Australia,Canberra,39.75185185185185
Canberra.9,Australia,Canberra,47.350746268656714
Canberra.10,Australia,Canberra,35.301886792452834
Canberra.11,Australia,Canberra,15.58736059479554
Canberra.12,Australia,Canberra,16.285714285714285
Canberra.13,Australia,Canberra,19.01865671641791
Canberra.14,Australia,Canberra,21.060377358490566
Canberra.15,Australia,Canberra,32.850187265917604
Canberra.16,Australia,Canberra,31.888475836431226
Canberra.17,Australia,Canberra,28.634328358208954
Canberra.18,Australia,Canberra,36.52416356877323
Canberra.19,Australia,Canberra,37.61048689138577
Canberra.20,Australia,Canberra,26.765799256505577
Canberra.21,Australia,Canberra,16.174074074074074
Canberra.22,Australia,Canberra,17.03409090909091
Canberra.23,Australia,Canberra,22.881040892193308
Canberra.24,Australia,Canberra,10.438661710037175
Canberra.25,Australia,Canberra,4.4535315985130115
Canberra.26,Australia,Canberra,5.109433962264151
Canberra.27,Australia,Canberra,2.641509433962264
Canberra.28,Australia,Canberra,3.2602230483271377
Canberra.29,Australia,Canberra,3.357142857142857
Canberra.30,Australia,Canberra,2.5
Canberra.31,Australia,Canberra,2.81203007518797
Canberra.32,Australia,Canberra,3.2313432835820897
Canberra.33,Australia,Canberra,4.827838827838828
Canberra.34,Australia,Canberra,3.734848484848485
Canberra.35,Australia,Canberra,33.67537313432836
Canberra.36,Australia,Canberra,83.0962962962963
Canberra.37,Australia,Canberra,87.99622641509434
Canberra.38,Australia,Canberra,57.08518518518518
Canberra.39,Australia,Canberra,75.58582089552239
Canberra.40,Australia,Canberra,42.578947368421055
