UID,Country,City,Latitude,Longitude
Bogota.1,Colombia,Bogota,4.53962788174524,-74.2898286153046
Bogota.2,Colombia,Bogota,4.79079085459081,-74.2837723201911
Bogota.3,Colombia,Bogota,4.74651264569705,-74.2806208458564
Bogota.4,Colombia,Bogota,4.74851646871927,-74.2129560871759
Bogota.5,Colombia,Bogota,4.57301986137615,-74.0394746683112
Bogota.6,Colombia,Bogota,4.53851710085091,-73.9927584407034
Bogota.7,Colombia,Bogota,4.58070982728214,-74.2877652492161
Bogota.8,Colombia,Bogota,4.6194440853843,-73.8608107237988
Bogota.9,Colombia,Bogota,4.54881559433125,-73.897628565857
Bogota.10,Colombia,Bogota,4.82463090173897,-74.2796551273344
Bogota.11,Colombia,Bogota,4.71818009183548,-74.0974695145939
Bogota.12,Colombia,Bogota,4.83817477633492,-73.992784469600707
Bogota.13,Colombia,Bogota,4.38803826193588,-74.2229406368238
Bogota.14,Colombia,Bogota,4.44043176596918,-73.9672632077659
Bogota.15,Colombia,Bogota,4.43568646754165,-74.2624759591821
Bogota.16,Colombia,Bogota,4.42645004978224,-74.0967204253684
Bogota.17,Colombia,Bogota,4.52147701764841,-74.1690583657747
Bogota.18,Colombia,Bogota,4.38327961185927,-74.1095734698565
Bogota.19,Colombia,Bogota,4.79013066907058,-74.167334300085
Bogota.20,Colombia,Bogota,4.72064480886518,-74.0040569402329
Bogota.21,Colombia,Bogota,4.88648010619645,-74.1644590576929
Bogota.22,Colombia,Bogota,4.63184026557249,-73.99104372298
Bogota.23,Colombia,Bogota,4.51875404513313,-74.2448841928613
Bogota.24,Colombia,Bogota,4.73281077862223,-74.1189431347534
Bogota.25,Colombia,Bogota,4.47377695689243,-74.0093761455224
Bogota.26,Colombia,Bogota,4.7166707219976,-74.1179097601306
Bogota.27,Colombia,Bogota,4.43537428359522,-74.2543341553885
Bogota.28,Colombia,Bogota,4.64986002265813,-73.9683441872804
Bogota.29,Colombia,Bogota,4.72927660122868,-74.1273213180312
Bogota.30,Colombia,Bogota,4.39016634771106,-74.1376890292045
Bogota.31,Colombia,Bogota,4.83999110716789,-73.9462872275813
Bogota.32,Colombia,Bogota,4.82775013334246,-74.2431925372919
Bogota.33,Colombia,Bogota,4.5743386368903,-74.0267893009001
Bogota.34,Colombia,Bogota,4.78511397489334,-73.9770570184552
Bogota.35,Colombia,Bogota,4.71759209565906,-74.2413706680171
Bogota.36,Colombia,Bogota,4.39756544287903,-74.0745003854404
Bogota.37,Colombia,Bogota,4.85612943642182,-74.0638812928962
Bogota.38,Colombia,Bogota,4.4037604206716,-74.2305980542627
Bogota.39,Colombia,Bogota,4.44820194144046,-74.0861283515303
Bogota.40,Colombia,Bogota,4.84786594203486,-74.091333423574
