UID,Country,City,Latitude,Longitude
Brighton.1,UK,Brighton,50.8720686298667,-0.0717656133787259
Brighton.2,UK,Brighton,50.8838421443491,-0.203323048630946
Brighton.3,UK,Brighton,50.8353936056694,-0.0465829222896317
Brighton.4,UK,Brighton,50.878071532968,-0.199954117452957
Brighton.5,UK,Brighton,50.8466142600037,-0.0594755815670003
Brighton.6,UK,Brighton,50.8114370038361,-0.0282397679756207
Brighton.7,UK,Brighton,50.8322399899996,-0.0404288775030882
Brighton.8,UK,Brighton,50.8810760105212,-0.140348881826094
Brighton.9,UK,Brighton,50.8538666400899,-0.0558809567829607
Brighton.10,UK,Brighton,50.8633648281861,-0.244014763001129
Brighton.11,UK,Brighton,50.8642892636375,-0.241310351195792
Brighton.12,UK,Brighton,50.8211907180489,-0.110005979212993
Brighton.13,UK,Brighton,50.8411384549934,-0.0721885609010681
Brighton.14,UK,Brighton,50.8781200230791,-0.207367772626089
Brighton.15,UK,Brighton,50.8459385496989,-0.234824760292286
Brighton.16,UK,Brighton,50.8553637501041,-0.138736594394253
Brighton.17,UK,Brighton,50.8321939862102,-0.116667826836365
Brighton.18,UK,Brighton,50.8591298966286,-0.157202175731773
Brighton.19,UK,Brighton,50.8301265353324,-0.0356793509962931
Brighton.20,UK,Brighton,50.8768390486988,-0.0460121194194127
Brighton.21,UK,Brighton,50.8590858627349,-0.0605058534724306
Brighton.22,UK,Brighton,50.830737804864,-0.067726588822957
Brighton.23,UK,Brighton,50.8246201894151,-0.110464434038016
Brighton.24,UK,Brighton,50.8607559024096,-0.0447110747047406
Brighton.25,UK,Brighton,50.8668821545751,-0.222876689702262
Brighton.26,UK,Brighton,50.8727015494508,-0.222302834691124
Brighton.27,UK,Brighton,50.8434721505995,-0.0696855658569585
Brighton.28,UK,Brighton,50.8437118345745,-0.103272177028941
Brighton.29,UK,Brighton,50.8954084569381,-0.161363256145524
Brighton.30,UK,Brighton,50.829684657941,-0.21480896923379
Brighton.31,UK,Brighton,50.8134693441868,-0.0539158328980822
Brighton.32,UK,Brighton,50.8134704688349,-0.08357339343847
Brighton.33,UK,Brighton,50.8390940254193,-0.0309370221768128
Brighton.34,UK,Brighton,50.8821073134878,-0.170276478769532
Brighton.35,UK,Brighton,50.8397054245202,-0.186793832107178
Brighton.36,UK,Brighton,50.8192007761046,-0.0816806536509542
Brighton.37,UK,Brighton,50.8549909065495,-0.0669575295819582
Brighton.38,UK,Brighton,50.8777599685324,-0.171905810895561
Brighton.39,UK,Brighton,50.8785954852227,-0.0901370867998707
