UID,Country,City,Latitude,Longitude
Portland_ME.1,USA,Portland_ME,43.6845310367344,-70.4143665839217
Portland_ME.2,USA,Portland_ME,43.6826869957792,-70.0994617378537
Portland_ME.3,USA,Portland_ME,43.5715240856249,-70.3421387133516
Portland_ME.4,USA,Portland_ME,43.6890067841007,-70.2906767939267
Portland_ME.5,USA,Portland_ME,43.6799884060847,-70.2890280550755
Portland_ME.6,USA,Portland_ME,43.6862450398852,-70.3875398308124
Portland_ME.7,USA,Portland_ME,43.757844468896,-70.2951402789876
Portland_ME.8,USA,Portland_ME,43.63825810837,-70.3360385428497
Portland_ME.9,USA,Portland_ME,43.655875178986,-70.1805950705275
Portland_ME.10,USA,Portland_ME,43.5767021800422,-70.3732233351272
Portland_ME.11,USA,Portland_ME,43.73490145252,-70.1237666769118
Portland_ME.12,USA,Portland_ME,43.7000700398809,-70.400206302516
Portland_ME.13,USA,Portland_ME,43.5821634531399,-70.2726658350172
Portland_ME.14,USA,Portland_ME,43.6785631541736,-70.3162967200015
Portland_ME.15,USA,Portland_ME,43.750754936674,-70.2955346349791
Portland_ME.16,USA,Portland_ME,43.6494944089954,-70.4215689605851
Portland_ME.17,USA,Portland_ME,43.6552023221866,-70.2592207142551
Portland_ME.18,USA,Portland_ME,43.6429050322163,-70.1979868929045
Portland_ME.19,USA,Portland_ME,43.7094502491717,-70.2948519219055
Portland_ME.20,USA,Portland_ME,43.6262433134741,-70.2730817014134
Portland_ME.21,USA,Portland_ME,43.6630043196932,-70.3729545743251
Portland_ME.22,USA,Portland_ME,43.7410629926283,-70.3630850327431
Portland_ME.23,USA,Portland_ME,43.5771006605151,-70.3048997248651
Portland_ME.24,USA,Portland_ME,43.6608796879569,-70.4128413481432
Portland_ME.25,USA,Portland_ME,43.6642463381838,-70.1832833689003
Portland_ME.26,USA,Portland_ME,43.5643259339373,-70.2379286094426
Portland_ME.27,USA,Portland_ME,43.6098290016204,-70.4093511549517
Portland_ME.28,USA,Portland_ME,43.6524104634011,-70.4170964369726
Portland_ME.29,USA,Portland_ME,43.6343081709588,-70.3493601559213
Portland_ME.30,USA,Portland_ME,43.5915453249128,-70.301012550459
Portland_ME.31,USA,Portland_ME,43.5675055138772,-70.2647860746946
Portland_ME.32,USA,Portland_ME,43.5783274072163,-70.2871769110807
Portland_ME.33,USA,Portland_ME,43.5843670215495,-70.3564150809238
Portland_ME.34,USA,Portland_ME,43.6927330215613,-70.3866771864739
Portland_ME.35,USA,Portland_ME,43.5664959175539,-70.3008148816945
Portland_ME.36,USA,Portland_ME,43.6176094993909,-70.2275477735293
Portland_ME.37,USA,Portland_ME,43.7392279278958,-70.21265701459
Portland_ME.38,USA,Portland_ME,43.7163066910815,-70.3332693815602
