UID,Country,City,HII
Cleveland.1,USA,Cleveland,52
Cleveland.2,USA,Cleveland,38
Cleveland.3,USA,Cleveland,31
Cleveland.4,USA,Cleveland,42
Cleveland.5,USA,Cleveland,52
Cleveland.6,USA,Cleveland,40
Cleveland.7,USA,Cleveland,32
Cleveland.8,USA,Cleveland,38
Cleveland.9,USA,Cleveland,38
Cleveland.10,USA,Cleveland,24
Cleveland.11,USA,Cleveland,34
Cleveland.12,USA,Cleveland,42
Cleveland.13,USA,Cleveland,42
Cleveland.14,USA,Cleveland,39
Cleveland.15,USA,Cleveland,39
Cleveland.16,USA,Cleveland,54
Cleveland.17,USA,Cleveland,39
Cleveland.18,USA,Cleveland,52
Cleveland.19,USA,Cleveland,44
Cleveland.20,USA,Cleveland,44
Cleveland.21,USA,Cleveland,42
Cleveland.22,USA,Cleveland,42
Cleveland.23,USA,Cleveland,46
Cleveland.24,USA,Cleveland,14
Cleveland.25,USA,Cleveland,56
Cleveland.26,USA,Cleveland,58
Cleveland.27,USA,Cleveland,38
Cleveland.28,USA,Cleveland,52
Cleveland.29,USA,Cleveland,60
Cleveland.30,USA,Cleveland,50
Cleveland.31,USA,Cleveland,60
Cleveland.32,USA,Cleveland,38
Cleveland.33,USA,Cleveland,34
Cleveland.34,USA,Cleveland,27
Cleveland.35,USA,Cleveland,26
Cleveland.36,USA,Cleveland,60
Cleveland.37,USA,Cleveland,48
Cleveland.38,USA,Cleveland,38
Cleveland.39,USA,Cleveland,31
Cleveland.40,USA,Cleveland,31
Cleveland.41,USA,Cleveland,50
Cleveland.42,USA,Cleveland,38
Cleveland.43,USA,Cleveland,52
