UID,Country,City,HII
Edmonton.1,Canada,Edmonton,42
Edmonton.2,Canada,Edmonton,27
Edmonton.3,Canada,Edmonton,50
Edmonton.4,Canada,Edmonton,33
Edmonton.5,Canada,Edmonton,33
Edmonton.6,Canada,Edmonton,34
Edmonton.7,Canada,Edmonton,34
Edmonton.8,Canada,Edmonton,34
Edmonton.9,Canada,Edmonton,38
Edmonton.10,Canada,Edmonton,42
Edmonton.11,Canada,Edmonton,34
Edmonton.12,Canada,Edmonton,34
Edmonton.13,Canada,Edmonton,42
Edmonton.14,Canada,Edmonton,31
Edmonton.15,Canada,Edmonton,37
Edmonton.16,Canada,Edmonton,41
Edmonton.17,Canada,Edmonton,48
Edmonton.18,Canada,Edmonton,48
Edmonton.19,Canada,Edmonton,60
Edmonton.20,Canada,Edmonton,48
Edmonton.21,Canada,Edmonton,56
Edmonton.22,Canada,Edmonton,48
Edmonton.23,Canada,Edmonton,42
Edmonton.24,Canada,Edmonton,42
Edmonton.25,Canada,Edmonton,37
Edmonton.26,Canada,Edmonton,37
Edmonton.27,Canada,Edmonton,34
Edmonton.28,Canada,Edmonton,56
Edmonton.29,Canada,Edmonton,56
Edmonton.30,Canada,Edmonton,56
Edmonton.31,Canada,Edmonton,46
Edmonton.32,Canada,Edmonton,50
Edmonton.33,Canada,Edmonton,54
Edmonton.34,Canada,Edmonton,34
Edmonton.35,Canada,Edmonton,48
Edmonton.36,Canada,Edmonton,56
Edmonton.37,Canada,Edmonton,56
Edmonton.38,Canada,Edmonton,50
Edmonton.39,Canada,Edmonton,46
Edmonton.40,Canada,Edmonton,49
Edmonton.41,Canada,Edmonton,50
Edmonton.42,Canada,Edmonton,42
Edmonton.43,Canada,Edmonton,43
Edmonton.44,Canada,Edmonton,37
Edmonton.45,Canada,Edmonton,36
Edmonton.46,Canada,Edmonton,36
Edmonton.47,Canada,Edmonton,33
Edmonton.48,Canada,Edmonton,43
Edmonton.49,Canada,Edmonton,42
