UID,Country,City,HII
Norfolk.1,USA,Norfolk,14
Norfolk.2,USA,Norfolk,14
Norfolk.3,USA,Norfolk,35
Norfolk.4,USA,Norfolk,22
Norfolk.5,USA,Norfolk,14
Norfolk.6,USA,Norfolk,14
Norfolk.7,USA,Norfolk,18
Norfolk.8,USA,Norfolk,18
Norfolk.9,USA,Norfolk,39
Norfolk.10,USA,Norfolk,38
Norfolk.11,USA,Norfolk,25
Norfolk.12,USA,Norfolk,50
Norfolk.13,USA,Norfolk,42
Norfolk.14,USA,Norfolk,22
Norfolk.15,USA,Norfolk,26
Norfolk.16,USA,Norfolk,38
Norfolk.17,USA,Norfolk,58
Norfolk.18,USA,Norfolk,34
Norfolk.19,USA,Norfolk,43
Norfolk.20,USA,Norfolk,35
Norfolk.21,USA,Norfolk,26
Norfolk.22,USA,Norfolk,34
Norfolk.23,USA,Norfolk,54
Norfolk.24,USA,Norfolk,46
Norfolk.25,USA,Norfolk,60
Norfolk.26,USA,Norfolk,54
Norfolk.27,USA,Norfolk,46
Norfolk.28,USA,Norfolk,50
Norfolk.29,USA,Norfolk,42
Norfolk.30,USA,Norfolk,18
Norfolk.31,USA,Norfolk,30
Norfolk.32,USA,Norfolk,38
Norfolk.33,USA,Norfolk,60
Norfolk.34,USA,Norfolk,54
Norfolk.35,USA,Norfolk,46
Norfolk.36,USA,Norfolk,46
Norfolk.37,USA,Norfolk,42
Norfolk.38,USA,Norfolk,NA
Norfolk.39,USA,Norfolk,60
Norfolk.40,USA,Norfolk,52
Norfolk.41,USA,Norfolk,46
