UID,Country,City,HII
Kyoto.1,Japan,Kyoto,62
Kyoto.2,Japan,Kyoto,58
Kyoto.3,Japan,Kyoto,58
Kyoto.4,Japan,Kyoto,35
Kyoto.5,Japan,Kyoto,42
Kyoto.6,Japan,Kyoto,58
Kyoto.7,Japan,Kyoto,58
Kyoto.8,Japan,Kyoto,58
Kyoto.9,Japan,Kyoto,34
Kyoto.10,Japan,Kyoto,22
Kyoto.11,Japan,Kyoto,26
Kyoto.12,Japan,Kyoto,18
Kyoto.13,Japan,Kyoto,38
Kyoto.14,Japan,Kyoto,50
Kyoto.15,Japan,Kyoto,58
Kyoto.16,Japan,Kyoto,50
Kyoto.17,Japan,Kyoto,39
Kyoto.18,Japan,Kyoto,28
Kyoto.19,Japan,Kyoto,14
Kyoto.20,Japan,Kyoto,50
Kyoto.21,Japan,Kyoto,34
Kyoto.22,Japan,Kyoto,54
Kyoto.23,Japan,Kyoto,58
Kyoto.24,Japan,Kyoto,58
Kyoto.25,Japan,Kyoto,42
Kyoto.26,Japan,Kyoto,58
Kyoto.27,Japan,Kyoto,26
Kyoto.28,Japan,Kyoto,42
Kyoto.29,Japan,Kyoto,14
Kyoto.30,Japan,Kyoto,34
Kyoto.31,Japan,Kyoto,54
Kyoto.32,Japan,Kyoto,38
Kyoto.33,Japan,Kyoto,50
Kyoto.34,Japan,Kyoto,18
Kyoto.35,Japan,Kyoto,18
Kyoto.36,Japan,Kyoto,18
Kyoto.37,Japan,Kyoto,18
Kyoto.38,Japan,Kyoto,18
Kyoto.39,Japan,Kyoto,50
Kyoto.40,Japan,Kyoto,18
Kyoto.41,Japan,Kyoto,18
