UID,Country,City,HII
Raleigh.1,USA,Raleigh,37
Raleigh.2,USA,Raleigh,22
Raleigh.3,USA,Raleigh,22
Raleigh.4,USA,Raleigh,22
Raleigh.5,USA,Raleigh,34
Raleigh.6,USA,Raleigh,38
Raleigh.7,USA,Raleigh,22
Raleigh.8,USA,Raleigh,22
Raleigh.9,USA,Raleigh,22
Raleigh.10,USA,Raleigh,50
Raleigh.11,USA,Raleigh,26
Raleigh.12,USA,Raleigh,47
Raleigh.13,USA,Raleigh,30
Raleigh.14,USA,Raleigh,50
Raleigh.15,USA,Raleigh,54
Raleigh.16,USA,Raleigh,27
Raleigh.17,USA,Raleigh,14
Raleigh.18,USA,Raleigh,14
Raleigh.19,USA,Raleigh,22
Raleigh.20,USA,Raleigh,38
Raleigh.21,USA,Raleigh,54
Raleigh.22,USA,Raleigh,56
Raleigh.23,USA,Raleigh,54
Raleigh.24,USA,Raleigh,42
Raleigh.25,USA,Raleigh,44
Raleigh.26,USA,Raleigh,43
Raleigh.27,USA,Raleigh,22
Raleigh.28,USA,Raleigh,42
Raleigh.29,USA,Raleigh,38
Raleigh.30,USA,Raleigh,44
Raleigh.31,USA,Raleigh,46
Raleigh.32,USA,Raleigh,38
Raleigh.33,USA,Raleigh,22
Raleigh.34,USA,Raleigh,46
Raleigh.35,USA,Raleigh,24
Raleigh.36,USA,Raleigh,27
Raleigh.37,USA,Raleigh,17
Raleigh.38,USA,Raleigh,38
Raleigh.39,USA,Raleigh,26
