UID,Country,City,Aridity_Index
Beijing.1,China,Beijing,4048
Beijing.2,China,Beijing,4007
Beijing.3,China,Beijing,4074
Beijing.4,China,Beijing,4013
Beijing.5,China,Beijing,3964
Beijing.6,China,Beijing,3999
Beijing.7,China,Beijing,4004
Beijing.8,China,Beijing,4071
Beijing.9,China,Beijing,4097
Beijing.10,China,Beijing,3971
Beijing.11,China,Beijing,3952
Beijing.12,China,Beijing,3960
Beijing.13,China,Beijing,3997
Beijing.14,China,Beijing,3985
Beijing.15,China,Beijing,3966
Beijing.16,China,Beijing,3916
Beijing.17,China,Beijing,3816
Beijing.18,China,Beijing,3817
Beijing.19,China,Beijing,3885
Beijing.20,China,Beijing,3823
Beijing.21,China,Beijing,3883
Beijing.22,China,Beijing,3853
Beijing.23,China,Beijing,3805
Beijing.24,China,Beijing,3784
