UID,Country,City,Aridity_Index
Christchurch.1,New Zealand,Christchurch,5434
Christchurch.2,New Zealand,Christchurch,5538
Christchurch.3,New Zealand,Christchurch,6298
Christchurch.4,New Zealand,Christchurch,9537
Christchurch.5,New Zealand,Christchurch,5218
Christchurch.6,New Zealand,Christchurch,5355
Christchurch.7,New Zealand,Christchurch,5595
Christchurch.8,New Zealand,Christchurch,8304
Christchurch.9,New Zealand,Christchurch,5542
Christchurch.10,New Zealand,Christchurch,11642
Christchurch.11,New Zealand,Christchurch,8051
Christchurch.12,New Zealand,Christchurch,5518
Christchurch.13,New Zealand,Christchurch,5202
Christchurch.14,New Zealand,Christchurch,5920
Christchurch.15,New Zealand,Christchurch,5654
Christchurch.16,New Zealand,Christchurch,6675
Christchurch.17,New Zealand,Christchurch,7146
Christchurch.18,New Zealand,Christchurch,0
Christchurch.19,New Zealand,Christchurch,5665
Christchurch.20,New Zealand,Christchurch,5616
Christchurch.21,New Zealand,Christchurch,5339
Christchurch.22,New Zealand,Christchurch,6646
Christchurch.23,New Zealand,Christchurch,6910
Christchurch.24,New Zealand,Christchurch,5978
Christchurch.25,New Zealand,Christchurch,6240
Christchurch.26,New Zealand,Christchurch,5953
Christchurch.27,New Zealand,Christchurch,5952
Christchurch.28,New Zealand,Christchurch,5697
Christchurch.29,New Zealand,Christchurch,5603
Christchurch.30,New Zealand,Christchurch,5726
Christchurch.31,New Zealand,Christchurch,6251
Christchurch.32,New Zealand,Christchurch,6217
Christchurch.33,New Zealand,Christchurch,6106
Christchurch.34,New Zealand,Christchurch,5765
Christchurch.35,New Zealand,Christchurch,5667
Christchurch.36,New Zealand,Christchurch,6289
Christchurch.37,New Zealand,Christchurch,5914
Christchurch.38,New Zealand,Christchurch,5816
Christchurch.39,New Zealand,Christchurch,5732
