UID,Country,City,Aridity_Index
Freehold.1,USA,Freehold,9586
Freehold.2,USA,Freehold,9553
Freehold.3,USA,Freehold,9449
Freehold.4,USA,Freehold,9305
Freehold.5,USA,Freehold,9406
Freehold.6,USA,Freehold,9779
Freehold.7,USA,Freehold,9756
Freehold.8,USA,Freehold,9745
Freehold.9,USA,Freehold,9629
Freehold.10,USA,Freehold,9526
Freehold.11,USA,Freehold,9520
Freehold.12,USA,Freehold,9671
Freehold.13,USA,Freehold,9882
Freehold.14,USA,Freehold,9826
Freehold.15,USA,Freehold,9668
Freehold.16,USA,Freehold,9601
Freehold.17,USA,Freehold,9459
Freehold.18,USA,Freehold,9565
Freehold.19,USA,Freehold,9730
Freehold.20,USA,Freehold,9849
Freehold.21,USA,Freehold,9742
Freehold.22,USA,Freehold,9778
Freehold.23,USA,Freehold,9873
Freehold.24,USA,Freehold,9722
Freehold.25,USA,Freehold,9642
Freehold.26,USA,Freehold,9587
Freehold.27,USA,Freehold,9631
Freehold.28,USA,Freehold,9769
Freehold.29,USA,Freehold,9818
Freehold.30,USA,Freehold,9837
Freehold.31,USA,Freehold,9756
Freehold.32,USA,Freehold,9821
Freehold.33,USA,Freehold,9609
Freehold.34,USA,Freehold,9501
Freehold.35,USA,Freehold,9594
Freehold.36,USA,Freehold,9728
Freehold.37,USA,Freehold,9801
Freehold.38,USA,Freehold,9703
Freehold.39,USA,Freehold,9747
Freehold.40,USA,Freehold,9704
Freehold.41,USA,Freehold,9677
Freehold.42,USA,Freehold,9690
Freehold.43,USA,Freehold,9919
Freehold.44,USA,Freehold,9890
Freehold.45,USA,Freehold,9702
Freehold.46,USA,Freehold,9637
Freehold.47,USA,Freehold,9706
Freehold.48,USA,Freehold,9653
